,fuzzer,edge,fuzzer_combination,benchmark
3269,aflplusplus-0,11506-11518,fca,cflow
3276,aflplusplus-0,11537-11550,fca,cflow
3280,aflplusplus-0,11550-11608,fca,cflow
3284,aflplusplus-0,11553-11561,fca,cflow
3287,aflplusplus-0,11561-11563,fca,cflow
3290,aflplusplus-0,11563-11568,fca,cflow
3299,aflplusplus-0,11568-11577,fca,cflow
3303,aflplusplus-0,11572-11577,fca,cflow
3307,aflplusplus-0,11572-11583,fca,cflow
3311,aflplusplus-0,11577-11563,fca,cflow
3314,aflplusplus-0,11577-11583,fca,cflow
3318,aflplusplus-0,1158-1172,fca,cflow
3319,aflplusplus-0,11583-11592,fca,cflow
3322,aflplusplus-0,11592-11597,fca,cflow
3325,aflplusplus-0,11597-11608,fca,cflow
3329,aflplusplus-0,11612-11618,fca,cflow
3336,aflplusplus-0,11638-11645,fca,cflow
3337,aflplusplus-0,11638-11716,fca,cflow
3339,aflplusplus-0,11645-11650,fca,cflow
3342,aflplusplus-0,11645-11653,fca,cflow
3346,aflplusplus-0,11653-11661,fca,cflow
3352,aflplusplus-0,11666-11677,fca,cflow
3354,aflplusplus-0,11677-11682,fca,cflow
3358,aflplusplus-0,11677-11710,fca,cflow
3361,aflplusplus-0,11677-11714,fca,cflow
3365,aflplusplus-0,11677-11716,fca,cflow
3369,aflplusplus-0,11682-11691,fca,cflow
3372,aflplusplus-0,11691-11696,fca,cflow
3375,aflplusplus-0,11696-11707,fca,cflow
3379,aflplusplus-0,11707-11714,fca,cflow
3385,aflplusplus-0,1172-2468,fca,cflow
3388,aflplusplus-0,11721-11730,fca,cflow
3394,aflplusplus-0,11730-11737,fca,cflow
3398,aflplusplus-0,11730-11742,fca,cflow
3402,aflplusplus-0,11737-11742,fca,cflow
3406,aflplusplus-0,11737-11753,fca,cflow
3410,aflplusplus-0,11742-11730,fca,cflow
3414,aflplusplus-0,11742-11748,fca,cflow
3422,aflplusplus-0,1196-1200,fca,cflow
3423,aflplusplus-0,1200-1214,fca,cflow
3426,aflplusplus-0,1214-2468,fca,cflow
3429,aflplusplus-0,1217-1221,fca,cflow
3433,aflplusplus-0,1221-1235,fca,cflow
3441,aflplusplus-0,1238-1242,fca,cflow
3445,aflplusplus-0,1242-1256,fca,cflow
3449,aflplusplus-0,12466-12475,fca,cflow
3453,aflplusplus-0,12471-12475,fca,cflow
3456,aflplusplus-0,12475-12485,fca,cflow
3458,aflplusplus-0,12485-12500,fca,cflow
3464,aflplusplus-0,12538-12543,fca,cflow
3466,aflplusplus-0,12543-12548,fca,cflow
3469,aflplusplus-0,12548-12552,fca,cflow
3470,aflplusplus-0,12558-12566,fca,cflow
3474,aflplusplus-0,1256-2468,fca,cflow
3478,aflplusplus-0,12566-12575,fca,cflow
3484,aflplusplus-0,12617-12675,fca,cflow
3488,aflplusplus-0,12619-12626,fca,cflow
3493,aflplusplus-0,12626-12632,fca,cflow
3497,aflplusplus-0,1263-1277,fca,cflow
3503,aflplusplus-0,12712-12721,fca,cflow
3508,aflplusplus-0,12740-12789,fca,cflow
3509,aflplusplus-0,1277-2468,fca,cflow
3510,aflplusplus-0,12789-12799,fca,cflow
3514,aflplusplus-0,1280-1284,fca,cflow
3518,aflplusplus-0,12806-12799,fca,cflow
3527,aflplusplus-0,12830-12837,fca,cflow
3530,aflplusplus-0,12830-12901,fca,cflow
3536,aflplusplus-0,1284-1298,fca,cflow
3540,aflplusplus-0,12847-12901,fca,cflow
3545,aflplusplus-0,12872-12865,fca,cflow
3550,aflplusplus-0,12893-12898,fca,cflow
3554,aflplusplus-0,12898-12901,fca,cflow
3557,aflplusplus-0,12906-12918,fca,cflow
3561,aflplusplus-0,12938-12931,fca,cflow
3565,aflplusplus-0,12944-12962,fca,cflow
3567,aflplusplus-0,12962-12969,fca,cflow
3568,aflplusplus-0,12962-12989,fca,cflow
3573,aflplusplus-0,1298-2468,fca,cflow
3577,aflplusplus-0,12995-13007,fca,cflow
3581,aflplusplus-0,13007-13019,fca,cflow
3585,aflplusplus-0,1301-1305,fca,cflow
3588,aflplusplus-0,13019-13026,fca,cflow
3592,aflplusplus-0,13026-13019,fca,cflow
3596,aflplusplus-0,13026-13032,fca,cflow
3600,aflplusplus-0,13032-13047,fca,cflow
3604,aflplusplus-0,13047-13050,fca,cflow
3612,aflplusplus-0,13156-13168,fca,cflow
3615,aflplusplus-0,13156-13181,fca,cflow
3629,aflplusplus-0,1322-1326,fca,cflow
3634,aflplusplus-0,1326-1340,fca,cflow
3638,aflplusplus-0,13262-13347,fca,cflow
3648,aflplusplus-0,13280-13289,fca,cflow
3653,aflplusplus-0,13296-13289,fca,cflow
3662,aflplusplus-0,13366-13404,fca,cflow
3666,aflplusplus-0,13383-13398,fca,cflow
3674,aflplusplus-0,1340-2468,fca,cflow
3678,aflplusplus-0,1343-1347,fca,cflow
3682,aflplusplus-0,1347-1361,fca,cflow
3686,aflplusplus-0,1361-2468,fca,cflow
3690,aflplusplus-0,1364-1368,fca,cflow
3693,aflplusplus-0,1385-1389,fca,cflow
3697,aflplusplus-0,1389-1403,fca,cflow
3702,aflplusplus-0,1403-2468,fca,cflow
3706,aflplusplus-0,1406-1410,fca,cflow
3710,aflplusplus-0,1410-2468,fca,cflow
3714,aflplusplus-0,1428-1442,fca,cflow
3715,aflplusplus-0,1445-1449,fca,cflow
3717,aflplusplus-0,1463-1474,fca,cflow
3721,aflplusplus-0,1474-1478,fca,cflow
3725,aflplusplus-0,1478-1496,fca,cflow
3729,aflplusplus-0,1543-1569,fca,cflow
3733,aflplusplus-0,1569-1573,fca,cflow
3737,aflplusplus-0,1610-1614,fca,cflow
3741,aflplusplus-0,1614-1628,fca,cflow
3745,aflplusplus-0,1628-1639,fca,cflow
3749,aflplusplus-0,1628-1643,fca,cflow
3753,aflplusplus-0,1639-1643,fca,cflow
3757,aflplusplus-0,1643-1661,fca,cflow
3761,aflplusplus-0,1661-2468,fca,cflow
3766,aflplusplus-0,1719-1723,fca,cflow
3769,aflplusplus-0,1723-1737,fca,cflow
3772,aflplusplus-0,1737-341,fca,cflow
3775,aflplusplus-0,1749-341,fca,cflow
3777,aflplusplus-0,1763-1767,fca,cflow
3781,aflplusplus-0,1767-1781,fca,cflow
3785,aflplusplus-0,1781-341,fca,cflow
3789,aflplusplus-0,1807-1811,fca,cflow
3793,aflplusplus-0,1811-341,fca,cflow
3797,aflplusplus-0,1825-1829,fca,cflow
3801,aflplusplus-0,1829-1843,fca,cflow
3804,aflplusplus-0,1843-341,fca,cflow
3808,aflplusplus-0,1848-1852,fca,cflow
3812,aflplusplus-0,1852-1866,fca,cflow
3816,aflplusplus-0,1866-341,fca,cflow
3822,aflplusplus-0,2010-2015,fca,cflow
3826,aflplusplus-0,2015-2028,fca,cflow
3830,aflplusplus-0,2028-341,fca,cflow
3836,aflplusplus-0,2058-2067,fca,cflow
3840,aflplusplus-0,2067-2172,fca,cflow
3843,aflplusplus-0,2089-2097,fca,cflow
3846,aflplusplus-0,2089-2102,fca,cflow
3850,aflplusplus-0,2097-2102,fca,cflow
3854,aflplusplus-0,2102-2115,fca,cflow
3858,aflplusplus-0,2111-2115,fca,cflow
3860,aflplusplus-0,2115-2129,fca,cflow
3863,aflplusplus-0,2115-2158,fca,cflow
3868,aflplusplus-0,2129-2144,fca,cflow
3872,aflplusplus-0,2137-2144,fca,cflow
3875,aflplusplus-0,2144-2158,fca,cflow
3879,aflplusplus-0,2158-2089,fca,cflow
3883,aflplusplus-0,2158-2169,fca,cflow
3887,aflplusplus-0,2172-2184,fca,cflow
3890,aflplusplus-0,2172-2188,fca,cflow
3894,aflplusplus-0,2184-2188,fca,cflow
3900,aflplusplus-0,2188-2217,fca,cflow
3903,aflplusplus-0,2201-2201,fca,cflow
3907,aflplusplus-0,2201-2217,fca,cflow
3913,aflplusplus-0,2217-2367,fca,cflow
3917,aflplusplus-0,2229-91,fca,cflow
3923,aflplusplus-0,2240-2266,fca,cflow
3926,aflplusplus-0,2266-2274,fca,cflow
3929,aflplusplus-0,2266-2279,fca,cflow
3933,aflplusplus-0,2274-2279,fca,cflow
3939,aflplusplus-0,2279-2292,fca,cflow
3943,aflplusplus-0,2288-2292,fca,cflow
3948,aflplusplus-0,2292-2335,fca,cflow
3952,aflplusplus-0,2306-2314,fca,cflow
3955,aflplusplus-0,2306-2321,fca,cflow
3959,aflplusplus-0,2314-2321,fca,cflow
3963,aflplusplus-0,2321-2335,fca,cflow
3969,aflplusplus-0,2335-88,fca,cflow
3976,aflplusplus-0,2372-2385,fca,cflow
3980,aflplusplus-0,2380-2385,fca,cflow
3983,aflplusplus-0,2385-2394,fca,cflow
3986,aflplusplus-0,2385-2398,fca,cflow
3990,aflplusplus-0,2394-2398,fca,cflow
3999,aflplusplus-0,2412-2420,fca,cflow
4003,aflplusplus-0,2412-2427,fca,cflow
4009,aflplusplus-0,2427-2441,fca,cflow
4017,aflplusplus-0,25190-25197,fca,cflow
4023,aflplusplus-0,26121-26130,fca,cflow
4028,aflplusplus-0,2667-2675,fca,cflow
4032,aflplusplus-0,2675-2683,fca,cflow
4035,aflplusplus-0,2683-2675,fca,cflow
4039,aflplusplus-0,2683-2692,fca,cflow
4043,aflplusplus-0,2692-2696,fca,cflow
4047,aflplusplus-0,2692-2701,fca,cflow
4050,aflplusplus-0,2696-2701,fca,cflow
4056,aflplusplus-0,2701-2836,fca,cflow
4060,aflplusplus-0,2713-2717,fca,cflow
4064,aflplusplus-0,2717-2726,fca,cflow
4071,aflplusplus-0,2726-2717,fca,cflow
4075,aflplusplus-0,2726-2833,fca,cflow
4079,aflplusplus-0,2733-2738,fca,cflow
4083,aflplusplus-0,2733-2836,fca,cflow
4089,aflplusplus-0,2744-2751,fca,cflow
4093,aflplusplus-0,2744-2755,fca,cflow
4097,aflplusplus-0,2751-2744,fca,cflow
4099,aflplusplus-0,2755-2776,fca,cflow
4103,aflplusplus-0,2755-2780,fca,cflow
4107,aflplusplus-0,2776-2780,fca,cflow
4111,aflplusplus-0,2780-2793,fca,cflow
4118,aflplusplus-0,2793-2797,fca,cflow
4123,aflplusplus-0,2797-2814,fca,cflow
4126,aflplusplus-0,27973-27985,fca,cflow
4127,aflplusplus-0,280-1007,fca,cflow
4131,aflplusplus-0,280-1028,fca,cflow
4135,aflplusplus-0,280-1049,fca,cflow
4139,aflplusplus-0,280-1070,fca,cflow
4143,aflplusplus-0,280-1091,fca,cflow
4147,aflplusplus-0,280-1112,fca,cflow
4151,aflplusplus-0,280-1154,fca,cflow
4152,aflplusplus-0,280-1217,fca,cflow
4156,aflplusplus-0,280-1238,fca,cflow
4160,aflplusplus-0,280-1259,fca,cflow
4161,aflplusplus-0,280-1280,fca,cflow
4167,aflplusplus-0,280-1322,fca,cflow
4171,aflplusplus-0,280-1343,fca,cflow
4175,aflplusplus-0,280-1385,fca,cflow
4179,aflplusplus-0,280-1406,fca,cflow
4183,aflplusplus-0,280-1445,fca,cflow
4184,aflplusplus-0,280-1515,fca,cflow
4188,aflplusplus-0,280-1719,fca,cflow
4192,aflplusplus-0,280-1763,fca,cflow
4196,aflplusplus-0,280-1807,fca,cflow
4200,aflplusplus-0,280-1825,fca,cflow
4204,aflplusplus-0,280-1848,fca,cflow
4208,aflplusplus-0,280-2010,fca,cflow
4212,aflplusplus-0,280-293,fca,cflow
4216,aflplusplus-0,280-337,fca,cflow
4227,aflplusplus-0,280-463,fca,cflow
4231,aflplusplus-0,280-487,fca,cflow
4235,aflplusplus-0,280-510,fca,cflow
4239,aflplusplus-0,280-533,fca,cflow
4243,aflplusplus-0,280-575,fca,cflow
4249,aflplusplus-0,280-650,fca,cflow
4253,aflplusplus-0,280-671,fca,cflow
4257,aflplusplus-0,280-713,fca,cflow
4264,aflplusplus-0,280-755,fca,cflow
4268,aflplusplus-0,280-776,fca,cflow
4272,aflplusplus-0,280-797,fca,cflow
4276,aflplusplus-0,280-818,fca,cflow
4280,aflplusplus-0,280-839,fca,cflow
4284,aflplusplus-0,280-881,fca,cflow
4288,aflplusplus-0,280-902,fca,cflow
4292,aflplusplus-0,280-923,fca,cflow
4296,aflplusplus-0,280-944,fca,cflow
4300,aflplusplus-0,280-965,fca,cflow
4304,aflplusplus-0,280-986,fca,cflow
4308,aflplusplus-0,2814-2836,fca,cflow
4314,aflplusplus-0,2833-2836,fca,cflow
4318,aflplusplus-0,28345-28362,fca,cflow
4319,aflplusplus-0,2836-2847,fca,cflow
4327,aflplusplus-0,28648-28662,fca,cflow
4331,aflplusplus-0,28653-28675,fca,cflow
4332,aflplusplus-0,28662-28669,fca,cflow
4336,aflplusplus-0,28669-28675,fca,cflow
4340,aflplusplus-0,2874-2885,fca,cflow
4353,aflplusplus-0,28792-28796,fca,cflow
4357,aflplusplus-0,2885-2889,fca,cflow
4361,aflplusplus-0,28885-28893,fca,cflow
4365,aflplusplus-0,2889-2902,fca,cflow
4371,aflplusplus-0,28896-28904,fca,cflow
4375,aflplusplus-0,28904-28910,fca,cflow
4379,aflplusplus-0,28904-28939,fca,cflow
4383,aflplusplus-0,28910-28917,fca,cflow
4387,aflplusplus-0,28917-28926,fca,cflow
4391,aflplusplus-0,28926-28910,fca,cflow
4395,aflplusplus-0,28926-28939,fca,cflow
4399,aflplusplus-0,29-33,fca,cflow
4403,aflplusplus-0,2902-2906,fca,cflow
4407,aflplusplus-0,293-297,fca,cflow
4411,aflplusplus-0,297-311,fca,cflow
4415,aflplusplus-0,29852-29859,fca,cflow
4422,aflplusplus-0,3001-3012,fca,cflow
4426,aflplusplus-0,3001-3121,fca,cflow
4429,aflplusplus-0,3012-3023,fca,cflow
4433,aflplusplus-0,3012-3121,fca,cflow
4440,aflplusplus-0,3023-3034,fca,cflow
4444,aflplusplus-0,3023-3095,fca,cflow
4448,aflplusplus-0,3034-3037,fca,cflow
4452,aflplusplus-0,3037-3037,fca,cflow
4456,aflplusplus-0,3037-3095,fca,cflow
4460,aflplusplus-0,3095-3099,fca,cflow
4464,aflplusplus-0,3095-3118,fca,cflow
4468,aflplusplus-0,3099-3099,fca,cflow
4475,aflplusplus-0,311-341,fca,cflow
4479,aflplusplus-0,3118-3121,fca,cflow
4483,aflplusplus-0,3118-3246,fca,cflow
4488,aflplusplus-0,3121-3153,fca,cflow
4492,aflplusplus-0,3134-3134,fca,cflow
4498,aflplusplus-0,3153-3159,fca,cflow
4502,aflplusplus-0,3153-3246,fca,cflow
4506,aflplusplus-0,3159-3159,fca,cflow
4510,aflplusplus-0,3159-3246,fca,cflow
4519,aflplusplus-0,32012-32049,fca,cflow
4523,aflplusplus-0,32049-32065,fca,cflow
4527,aflplusplus-0,32065-32070,fca,cflow
4531,aflplusplus-0,32070-32080,fca,cflow
4534,aflplusplus-0,32080-32107,fca,cflow
4537,aflplusplus-0,32107-32115,fca,cflow
4541,aflplusplus-0,32107-32141,fca,cflow
4545,aflplusplus-0,32115-32136,fca,cflow
4549,aflplusplus-0,32136-32141,fca,cflow
4556,aflplusplus-0,3260-3269,fca,cflow
4560,aflplusplus-0,3269-3285,fca,cflow
4564,aflplusplus-0,3285-3305,fca,cflow
4568,aflplusplus-0,3305-3321,fca,cflow
4576,aflplusplus-0,343-341,fca,cflow
4579,aflplusplus-0,3433-3449,fca,cflow
4582,aflplusplus-0,3523-3527,fca,cflow
4587,aflplusplus-0,361-375,fca,cflow
4588,aflplusplus-0,3633-3646,fca,cflow
4591,aflplusplus-0,380-384,fca,cflow
4603,aflplusplus-0,442-446,fca,cflow
4610,aflplusplus-0,460-341,fca,cflow
4613,aflplusplus-0,463-467,fca,cflow
4617,aflplusplus-0,467-481,fca,cflow
4626,aflplusplus-0,5-10,fca,cflow
4629,aflplusplus-0,510-514,fca,cflow
4633,aflplusplus-0,514-528,fca,cflow
4637,aflplusplus-0,528-341,fca,cflow
4641,aflplusplus-0,533-537,fca,cflow
4645,aflplusplus-0,537-551,fca,cflow
4649,aflplusplus-0,5403-5607,fca,cflow
4655,aflplusplus-0,5453-5466,fca,cflow
4658,aflplusplus-0,5466-5483,fca,cflow
4662,aflplusplus-0,5466-5567,fca,cflow
4669,aflplusplus-0,5483-5540,fca,cflow
4673,aflplusplus-0,5493-5496,fca,cflow
4680,aflplusplus-0,5496-5540,fca,cflow
4684,aflplusplus-0,551-341,fca,cflow
4687,aflplusplus-0,5540-5544,fca,cflow
4690,aflplusplus-0,5540-5564,fca,cflow
4694,aflplusplus-0,5544-5564,fca,cflow
4697,aflplusplus-0,5564-5567,fca,cflow
4701,aflplusplus-0,5564-5586,fca,cflow
4708,aflplusplus-0,5571-5571,fca,cflow
4712,aflplusplus-0,561-341,fca,cflow
4716,aflplusplus-0,5612-5627,fca,cflow
4718,aflplusplus-0,5640-5645,fca,cflow
4722,aflplusplus-0,5645-5669,fca,cflow
4725,aflplusplus-0,5650-5655,fca,cflow
4729,aflplusplus-0,5655-5659,fca,cflow
4733,aflplusplus-0,5659-5669,fca,cflow
4735,aflplusplus-0,575-579,fca,cflow
4739,aflplusplus-0,579-2468,fca,cflow
4743,aflplusplus-0,5831-5846,fca,cflow
4748,aflplusplus-0,5861-5872,fca,cflow
4752,aflplusplus-0,5861-5878,fca,cflow
4756,aflplusplus-0,5872-5884,fca,cflow
4760,aflplusplus-0,5878-5884,fca,cflow
4764,aflplusplus-0,5884-5902,fca,cflow
4769,aflplusplus-0,5917-5990,fca,cflow
4776,aflplusplus-0,5953-5962,fca,cflow
4780,aflplusplus-0,5981-5930,fca,cflow
4782,aflplusplus-0,5985-5990,fca,cflow
4783,aflplusplus-0,6009-6028,fca,cflow
4787,aflplusplus-0,6015-6028,fca,cflow
4792,aflplusplus-0,6045-6045,fca,cflow
4794,aflplusplus-0,6045-6056,fca,cflow
4797,aflplusplus-0,6074-6078,fca,cflow
4798,aflplusplus-0,6078-6084,fca,cflow
4802,aflplusplus-0,6084-6137,fca,cflow
4809,aflplusplus-0,6124-6129,fca,cflow
4818,aflplusplus-0,650-654,fca,cflow
4822,aflplusplus-0,654-668,fca,cflow
4826,aflplusplus-0,668-2468,fca,cflow
4830,aflplusplus-0,671-675,fca,cflow
4834,aflplusplus-0,675-689,fca,cflow
4837,aflplusplus-0,689-2468,fca,cflow
4842,aflplusplus-0,713-717,fca,cflow
4846,aflplusplus-0,717-731,fca,cflow
4850,aflplusplus-0,731-2468,fca,cflow
4854,aflplusplus-0,734-738,fca,cflow
4858,aflplusplus-0,7350-7358,fca,cflow
4859,aflplusplus-0,7361-7361,fca,cflow
4863,aflplusplus-0,738-752,fca,cflow
4869,aflplusplus-0,755-759,fca,cflow
4873,aflplusplus-0,759-773,fca,cflow
4877,aflplusplus-0,773-2468,fca,cflow
4881,aflplusplus-0,7731-7891,fca,cflow
4885,aflplusplus-0,7740-7746,fca,cflow
4889,aflplusplus-0,7746-7749,fca,cflow
4893,aflplusplus-0,7749-7749,fca,cflow
4897,aflplusplus-0,7749-7819,fca,cflow
4901,aflplusplus-0,776-780,fca,cflow
4905,aflplusplus-0,780-794,fca,cflow
4909,aflplusplus-0,7819-7837,fca,cflow
4916,aflplusplus-0,7891-7921,fca,cflow
4920,aflplusplus-0,7902-7908,fca,cflow
4924,aflplusplus-0,7908-7916,fca,cflow
4928,aflplusplus-0,7916-7921,fca,cflow
4929,aflplusplus-0,794-2468,fca,cflow
4933,aflplusplus-0,797-801,fca,cflow
4937,aflplusplus-0,7974-7979,fca,cflow
4940,aflplusplus-0,7979-7999,fca,cflow
4943,aflplusplus-0,801-815,fca,cflow
4951,aflplusplus-0,8025-8043,fca,cflow
4955,aflplusplus-0,8030-8043,fca,cflow
4956,aflplusplus-0,8043-8007,fca,cflow
4959,aflplusplus-0,8048-8062,fca,cflow
4960,aflplusplus-0,815-2468,fca,cflow
4964,aflplusplus-0,818-822,fca,cflow
4968,aflplusplus-0,822-836,fca,cflow
4981,aflplusplus-0,8359-8375,fca,cflow
4983,aflplusplus-0,836-2468,fca,cflow
4987,aflplusplus-0,8386-8390,fca,cflow
4988,aflplusplus-0,839-843,fca,cflow
4991,aflplusplus-0,843-857,fca,cflow
4993,aflplusplus-0,857-2468,fca,cflow
4994,aflplusplus-0,860-864,fca,cflow
4997,aflplusplus-0,8787-8813,fca,cflow
5001,aflplusplus-0,88-91,fca,cflow
5005,aflplusplus-0,881-885,fca,cflow
5009,aflplusplus-0,8813-8824,fca,cflow
5013,aflplusplus-0,885-899,fca,cflow
5017,aflplusplus-0,8884-9074,fca,cflow
5018,aflplusplus-0,8884-9096,fca,cflow
5020,aflplusplus-0,8884-9136,fca,cflow
5022,aflplusplus-0,8884-9176,fca,cflow
5029,aflplusplus-0,8892-8900,fca,cflow
5033,aflplusplus-0,8900-8904,fca,cflow
5037,aflplusplus-0,8910-8925,fca,cflow
5041,aflplusplus-0,8925-8930,fca,cflow
5045,aflplusplus-0,8930-9227,fca,cflow
5046,aflplusplus-0,8939-8942,fca,cflow
5050,aflplusplus-0,8942-8950,fca,cflow
5054,aflplusplus-0,8950-8954,fca,cflow
5058,aflplusplus-0,8960-8978,fca,cflow
5063,aflplusplus-0,8978-8983,fca,cflow
5070,aflplusplus-0,8991-8999,fca,cflow
5074,aflplusplus-0,8999-9003,fca,cflow
5078,aflplusplus-0,9010-9031,fca,cflow
5082,aflplusplus-0,9013-9021,fca,cflow
5086,aflplusplus-0,902-906,fca,cflow
