,fuzzer,edge,fuzzer_combination,benchmark
209,aflplusplus-0,12877-12899,fca,libpng
211,aflplusplus-0,12899-12906,fca,libpng
218,aflplusplus-0,12995-13004,fca,libpng
223,aflplusplus-0,13013-13044,fca,libpng
226,aflplusplus-0,132-845,fca,libpng
234,aflplusplus-0,147-150,fca,libpng
238,aflplusplus-0,150-839,fca,libpng
243,aflplusplus-0,17601-17619,fca,libpng
248,aflplusplus-0,17619-17622,fca,libpng
252,aflplusplus-0,17622-17625,fca,libpng
256,aflplusplus-0,17631-17686,fca,libpng
261,aflplusplus-0,17686-17689,fca,libpng
266,aflplusplus-0,17774-17795,fca,libpng
270,aflplusplus-0,17815-17822,fca,libpng
274,aflplusplus-0,17822-17834,fca,libpng
278,aflplusplus-0,17915-17929,fca,libpng
280,aflplusplus-0,17957-17965,fca,libpng
296,aflplusplus-0,19167-19369,fca,libpng
301,aflplusplus-0,19176-19205,fca,libpng
308,aflplusplus-0,19217-19226,fca,libpng
313,aflplusplus-0,19247-19257,fca,libpng
314,aflplusplus-0,19247-19286,fca,libpng
316,aflplusplus-0,19282-19739,fca,libpng
321,aflplusplus-0,19288-19298,fca,libpng
323,aflplusplus-0,19298-19307,fca,libpng
327,aflplusplus-0,19322-19739,fca,libpng
338,aflplusplus-0,19379-19388,fca,libpng
344,aflplusplus-0,19403-19739,fca,libpng
354,aflplusplus-0,19454-19476,fca,libpng
358,aflplusplus-0,19476-19488,fca,libpng
361,aflplusplus-0,19476-19509,fca,libpng
366,aflplusplus-0,19513-19515,fca,libpng
367,aflplusplus-0,19597-19618,fca,libpng
369,aflplusplus-0,19635-19662,fca,libpng
371,aflplusplus-0,19678-19686,fca,libpng
372,aflplusplus-0,19686-19714,fca,libpng
376,aflplusplus-0,26423-26433,fca,libpng
382,aflplusplus-0,26447-26457,fca,libpng
386,aflplusplus-0,26526-26530,fca,libpng
391,aflplusplus-0,26623-26627,fca,libpng
395,aflplusplus-0,26627-26882,fca,libpng
399,aflplusplus-0,26636-26640,fca,libpng
406,aflplusplus-0,26649-26653,fca,libpng
411,aflplusplus-0,26662-26666,fca,libpng
415,aflplusplus-0,26666-26876,fca,libpng
419,aflplusplus-0,26675-26679,fca,libpng
423,aflplusplus-0,26679-26874,fca,libpng
427,aflplusplus-0,26688-26692,fca,libpng
432,aflplusplus-0,26701-26705,fca,libpng
438,aflplusplus-0,26727-26731,fca,libpng
443,aflplusplus-0,26731-26866,fca,libpng
447,aflplusplus-0,26740-26744,fca,libpng
451,aflplusplus-0,26744-26864,fca,libpng
457,aflplusplus-0,26766-26770,fca,libpng
461,aflplusplus-0,26770-26860,fca,libpng
467,aflplusplus-0,26792-26796,fca,libpng
471,aflplusplus-0,26796-26856,fca,libpng
476,aflplusplus-0,26805-26818,fca,libpng
479,aflplusplus-0,26818-26822,fca,libpng
488,aflplusplus-0,26831-26835,fca,libpng
496,aflplusplus-0,26850-26852,fca,libpng
506,aflplusplus-0,27265-27269,fca,libpng
507,aflplusplus-0,2783-2800,fca,libpng
508,aflplusplus-0,27988-28015,fca,libpng
512,aflplusplus-0,2800-2807,fca,libpng
514,aflplusplus-0,28022-28043,fca,libpng
519,aflplusplus-0,28056-28060,fca,libpng
523,aflplusplus-0,28069-28081,fca,libpng
525,aflplusplus-0,28152-28156,fca,libpng
529,aflplusplus-0,28156-28163,fca,libpng
533,aflplusplus-0,28156-28173,fca,libpng
537,aflplusplus-0,28163-28173,fca,libpng
541,aflplusplus-0,28173-28183,fca,libpng
545,aflplusplus-0,28173-28190,fca,libpng
549,aflplusplus-0,28183-28190,fca,libpng
553,aflplusplus-0,28190-28486,fca,libpng
557,aflplusplus-0,28195-28199,fca,libpng
561,aflplusplus-0,28199-28484,fca,libpng
565,aflplusplus-0,28208-28212,fca,libpng
569,aflplusplus-0,28212-28482,fca,libpng
573,aflplusplus-0,28221-28225,fca,libpng
577,aflplusplus-0,28225-28480,fca,libpng
581,aflplusplus-0,28234-28238,fca,libpng
585,aflplusplus-0,28238-28478,fca,libpng
589,aflplusplus-0,28247-28251,fca,libpng
593,aflplusplus-0,28251-28476,fca,libpng
597,aflplusplus-0,28260-28264,fca,libpng
601,aflplusplus-0,28260-28273,fca,libpng
603,aflplusplus-0,28264-28474,fca,libpng
607,aflplusplus-0,28273-28277,fca,libpng
611,aflplusplus-0,28277-28472,fca,libpng
615,aflplusplus-0,28286-28290,fca,libpng
620,aflplusplus-0,28290-28470,fca,libpng
624,aflplusplus-0,28299-28303,fca,libpng
628,aflplusplus-0,28303-28468,fca,libpng
632,aflplusplus-0,28312-28316,fca,libpng
636,aflplusplus-0,28316-28466,fca,libpng
640,aflplusplus-0,28325-28329,fca,libpng
644,aflplusplus-0,28329-28464,fca,libpng
648,aflplusplus-0,28338-28342,fca,libpng
652,aflplusplus-0,28338-28351,fca,libpng
653,aflplusplus-0,28342-28462,fca,libpng
657,aflplusplus-0,28351-28355,fca,libpng
663,aflplusplus-0,28355-28460,fca,libpng
667,aflplusplus-0,28364-28368,fca,libpng
671,aflplusplus-0,28368-28458,fca,libpng
676,aflplusplus-0,28377-28390,fca,libpng
680,aflplusplus-0,28390-28394,fca,libpng
684,aflplusplus-0,28390-28403,fca,libpng
688,aflplusplus-0,28394-28454,fca,libpng
692,aflplusplus-0,28403-28407,fca,libpng
696,aflplusplus-0,28403-28416,fca,libpng
700,aflplusplus-0,28407-28452,fca,libpng
704,aflplusplus-0,28416-28420,fca,libpng
708,aflplusplus-0,28416-28429,fca,libpng
711,aflplusplus-0,28420-28450,fca,libpng
718,aflplusplus-0,28429-28442,fca,libpng
722,aflplusplus-0,28433-28448,fca,libpng
726,aflplusplus-0,28442-28448,fca,libpng
730,aflplusplus-0,28448-28450,fca,libpng
734,aflplusplus-0,28450-28452,fca,libpng
738,aflplusplus-0,28452-28454,fca,libpng
742,aflplusplus-0,28454-28456,fca,libpng
748,aflplusplus-0,28474-28476,fca,libpng
751,aflplusplus-0,28852-28859,fca,libpng
756,aflplusplus-0,28898-28908,fca,libpng
760,aflplusplus-0,28908-28929,fca,libpng
764,aflplusplus-0,28929-28931,fca,libpng
770,aflplusplus-0,29721-29730,fca,libpng
774,aflplusplus-0,29721-29812,fca,libpng
785,aflplusplus-0,29759-29778,fca,libpng
788,aflplusplus-0,29771-29782,fca,libpng
790,aflplusplus-0,29778-29782,fca,libpng
792,aflplusplus-0,29782-29786,fca,libpng
796,aflplusplus-0,29782-29795,fca,libpng
800,aflplusplus-0,29786-29800,fca,libpng
802,aflplusplus-0,29795-29800,fca,libpng
806,aflplusplus-0,29800-29805,fca,libpng
810,aflplusplus-0,29805-29754,fca,libpng
814,aflplusplus-0,29812-29837,fca,libpng
818,aflplusplus-0,29837-29842,fca,libpng
822,aflplusplus-0,29837-29884,fca,libpng
826,aflplusplus-0,29842-29860,fca,libpng
830,aflplusplus-0,29842-29869,fca,libpng
834,aflplusplus-0,29860-29874,fca,libpng
837,aflplusplus-0,29869-29874,fca,libpng
841,aflplusplus-0,29874-29879,fca,libpng
844,aflplusplus-0,29879-29837,fca,libpng
848,aflplusplus-0,29884-29963,fca,libpng
851,aflplusplus-0,29914-29932,fca,libpng
861,aflplusplus-0,30028-30049,fca,libpng
876,aflplusplus-0,30255-30266,fca,libpng
879,aflplusplus-0,30264-30266,fca,libpng
881,aflplusplus-0,30266-30275,fca,libpng
886,aflplusplus-0,30275-30284,fca,libpng
890,aflplusplus-0,30275-30370,fca,libpng
892,aflplusplus-0,30275-30457,fca,libpng
895,aflplusplus-0,30284-30312,fca,libpng
899,aflplusplus-0,30312-30368,fca,libpng
903,aflplusplus-0,30329-30340,fca,libpng
906,aflplusplus-0,30336-30340,fca,libpng
909,aflplusplus-0,30340-30344,fca,libpng
913,aflplusplus-0,30344-30358,fca,libpng
920,aflplusplus-0,30358-30363,fca,libpng
924,aflplusplus-0,30363-30312,fca,libpng
926,aflplusplus-0,30368-30541,fca,libpng
929,aflplusplus-0,30370-30399,fca,libpng
933,aflplusplus-0,30399-30404,fca,libpng
936,aflplusplus-0,30399-30455,fca,libpng
938,aflplusplus-0,30404-30431,fca,libpng
942,aflplusplus-0,30404-30440,fca,libpng
946,aflplusplus-0,30431-30445,fca,libpng
950,aflplusplus-0,30440-30445,fca,libpng
954,aflplusplus-0,30445-30450,fca,libpng
961,aflplusplus-0,30455-30541,fca,libpng
964,aflplusplus-0,30457-30486,fca,libpng
967,aflplusplus-0,30486-30534,fca,libpng
971,aflplusplus-0,30491-30512,fca,libpng
974,aflplusplus-0,30491-30521,fca,libpng
978,aflplusplus-0,30512-30524,fca,libpng
985,aflplusplus-0,30524-30529,fca,libpng
988,aflplusplus-0,30529-30486,fca,libpng
992,aflplusplus-0,30534-30541,fca,libpng
999,aflplusplus-0,30557-30806,fca,libpng
1002,aflplusplus-0,30561-30571,fca,libpng
1007,aflplusplus-0,30571-30593,fca,libpng
1011,aflplusplus-0,30593-30598,fca,libpng
1014,aflplusplus-0,30598-30609,fca,libpng
1018,aflplusplus-0,30598-30618,fca,libpng
1020,aflplusplus-0,30609-30624,fca,libpng
1024,aflplusplus-0,30618-30624,fca,libpng
1026,aflplusplus-0,30624-30634,fca,libpng
1029,aflplusplus-0,30634-30593,fca,libpng
1035,aflplusplus-0,30648-30676,fca,libpng
1038,aflplusplus-0,30676-30681,fca,libpng
1042,aflplusplus-0,30676-30750,fca,libpng
1045,aflplusplus-0,30681-30693,fca,libpng
1049,aflplusplus-0,30681-30717,fca,libpng
1052,aflplusplus-0,30693-30704,fca,libpng
1056,aflplusplus-0,30693-30717,fca,libpng
1060,aflplusplus-0,30704-30727,fca,libpng
1066,aflplusplus-0,30727-30745,fca,libpng
1070,aflplusplus-0,30745-30676,fca,libpng
1074,aflplusplus-0,30750-30752,fca,libpng
1078,aflplusplus-0,30752-30754,fca,libpng
1082,aflplusplus-0,30800-30806,fca,libpng
1086,aflplusplus-0,30806-31245,fca,libpng
1088,aflplusplus-0,30808-30815,fca,libpng
1092,aflplusplus-0,30808-31243,fca,libpng
1095,aflplusplus-0,30815-30822,fca,libpng
1099,aflplusplus-0,30815-31243,fca,libpng
1103,aflplusplus-0,30822-30832,fca,libpng
1105,aflplusplus-0,30822-30961,fca,libpng
1115,aflplusplus-0,30873-30959,fca,libpng
1118,aflplusplus-0,30878-30890,fca,libpng
1124,aflplusplus-0,30890-30902,fca,libpng
1128,aflplusplus-0,30890-30922,fca,libpng
1132,aflplusplus-0,30902-30913,fca,libpng
1136,aflplusplus-0,30902-30922,fca,libpng
1140,aflplusplus-0,30913-30928,fca,libpng
1144,aflplusplus-0,30922-30928,fca,libpng
1149,aflplusplus-0,30954-30873,fca,libpng
1152,aflplusplus-0,30959-31191,fca,libpng
1157,aflplusplus-0,31033-31038,fca,libpng
1159,aflplusplus-0,31033-31187,fca,libpng
1161,aflplusplus-0,31038-31050,fca,libpng
1166,aflplusplus-0,31050-31062,fca,libpng
1170,aflplusplus-0,31050-31122,fca,libpng
1174,aflplusplus-0,31062-31074,fca,libpng
1178,aflplusplus-0,31062-31122,fca,libpng
1182,aflplusplus-0,31074-31086,fca,libpng
1186,aflplusplus-0,31074-31122,fca,libpng
1190,aflplusplus-0,31086-31098,fca,libpng
1194,aflplusplus-0,31086-31122,fca,libpng
1198,aflplusplus-0,31098-31109,fca,libpng
1202,aflplusplus-0,31098-31122,fca,libpng
1206,aflplusplus-0,31109-31132,fca,libpng
1212,aflplusplus-0,31132-31182,fca,libpng
1216,aflplusplus-0,31182-31033,fca,libpng
1222,aflplusplus-0,31189-31191,fca,libpng
1229,aflplusplus-0,31237-31243,fca,libpng
1233,aflplusplus-0,31243-31245,fca,libpng
1238,aflplusplus-0,32221-32373,fca,libpng
1243,aflplusplus-0,32241-32259,fca,libpng
1245,aflplusplus-0,32259-32264,fca,libpng
1247,aflplusplus-0,32259-32294,fca,libpng
1252,aflplusplus-0,3228-3244,fca,libpng
1258,aflplusplus-0,32296-32312,fca,libpng
1261,aflplusplus-0,32312-32317,fca,libpng
1264,aflplusplus-0,32312-32369,fca,libpng
1268,aflplusplus-0,32364-32312,fca,libpng
1275,aflplusplus-0,32380-32454,fca,libpng
1277,aflplusplus-0,32390-32409,fca,libpng
1284,aflplusplus-0,32409-32452,fca,libpng
1287,aflplusplus-0,32414-32447,fca,libpng
1290,aflplusplus-0,32447-32409,fca,libpng
1294,aflplusplus-0,32454-32470,fca,libpng
1298,aflplusplus-0,32470-32475,fca,libpng
1302,aflplusplus-0,32470-32543,fca,libpng
1306,aflplusplus-0,32475-32538,fca,libpng
1309,aflplusplus-0,32538-32470,fca,libpng
1313,aflplusplus-0,32543-32545,fca,libpng
1320,aflplusplus-0,32547-32549,fca,libpng
1322,aflplusplus-0,32549-32585,fca,libpng
1330,aflplusplus-0,3438-3519,fca,libpng
1334,aflplusplus-0,3455-3462,fca,libpng
1336,aflplusplus-0,3455-3469,fca,libpng
1340,aflplusplus-0,3462-3469,fca,libpng
1344,aflplusplus-0,3462-3477,fca,libpng
1348,aflplusplus-0,3469-3522,fca,libpng
1353,aflplusplus-0,3477-3515,fca,libpng
1357,aflplusplus-0,3498-3505,fca,libpng
1361,aflplusplus-0,3498-3515,fca,libpng
1365,aflplusplus-0,3505-3522,fca,libpng
1366,aflplusplus-0,3515-3517,fca,libpng
1370,aflplusplus-0,3517-3519,fca,libpng
1374,aflplusplus-0,3519-3522,fca,libpng
1378,aflplusplus-0,37276-37294,fca,libpng
1381,aflplusplus-0,37294-37309,fca,libpng
1385,aflplusplus-0,37309-37314,fca,libpng
1394,aflplusplus-0,37344-37370,fca,libpng
1404,aflplusplus-0,40088-40095,fca,libpng
1409,aflplusplus-0,40095-40105,fca,libpng
1411,aflplusplus-0,40105-40117,fca,libpng
1413,aflplusplus-0,40117-40119,fca,libpng
1417,aflplusplus-0,40119-40126,fca,libpng
1423,aflplusplus-0,40126-40134,fca,libpng
1427,aflplusplus-0,40134-40139,fca,libpng
1432,aflplusplus-0,40175-40185,fca,libpng
1436,aflplusplus-0,40185-40193,fca,libpng
1442,aflplusplus-0,402-415,fca,libpng
1449,aflplusplus-0,40350-40368,fca,libpng
1450,aflplusplus-0,40430-40438,fca,libpng
1456,aflplusplus-0,40683-40693,fca,libpng
1461,aflplusplus-0,40789-40811,fca,libpng
1462,aflplusplus-0,40928-40942,fca,libpng
1466,aflplusplus-0,415-420,fca,libpng
1469,aflplusplus-0,420-425,fca,libpng
1474,aflplusplus-0,42602-42604,fca,libpng
1476,aflplusplus-0,42899-42956,fca,libpng
1480,aflplusplus-0,42907-42921,fca,libpng
1484,aflplusplus-0,42921-42951,fca,libpng
1491,aflplusplus-0,42956-42958,fca,libpng
1494,aflplusplus-0,42962-42989,fca,libpng
1502,aflplusplus-0,43157-43174,fca,libpng
1507,aflplusplus-0,43174-43184,fca,libpng
1512,aflplusplus-0,445-455,fca,libpng
1517,aflplusplus-0,4564-4582,fca,libpng
1521,aflplusplus-0,4564-4608,fca,libpng
1523,aflplusplus-0,4582-4590,fca,libpng
1529,aflplusplus-0,4590-4608,fca,libpng
1534,aflplusplus-0,4601-4611,fca,libpng
1537,aflplusplus-0,4608-4611,fca,libpng
1539,aflplusplus-0,4619-4641,fca,libpng
1544,aflplusplus-0,46287-46292,fca,libpng
1550,aflplusplus-0,46292-46287,fca,libpng
1556,aflplusplus-0,46324-46329,fca,libpng
1559,aflplusplus-0,46324-46456,fca,libpng
1562,aflplusplus-0,46329-46366,fca,libpng
1565,aflplusplus-0,46329-46373,fca,libpng
1567,aflplusplus-0,46366-46376,fca,libpng
1573,aflplusplus-0,46376-46382,fca,libpng
1580,aflplusplus-0,46382-46392,fca,libpng
1586,aflplusplus-0,46392-46400,fca,libpng
1590,aflplusplus-0,46392-46409,fca,libpng
1593,aflplusplus-0,46400-46414,fca,libpng
1597,aflplusplus-0,46409-46414,fca,libpng
1598,aflplusplus-0,4641-4646,fca,libpng
1602,aflplusplus-0,4641-4939,fca,libpng
1606,aflplusplus-0,46414-46421,fca,libpng
1610,aflplusplus-0,46414-46430,fca,libpng
1614,aflplusplus-0,46421-46430,fca,libpng
1618,aflplusplus-0,46430-46435,fca,libpng
1625,aflplusplus-0,46435-46442,fca,libpng
1629,aflplusplus-0,46442-46324,fca,libpng
1631,aflplusplus-0,4646-4656,fca,libpng
1635,aflplusplus-0,4646-4662,fca,libpng
1639,aflplusplus-0,4646-4668,fca,libpng
1643,aflplusplus-0,4646-4674,fca,libpng
1647,aflplusplus-0,4646-4680,fca,libpng
1651,aflplusplus-0,4646-4685,fca,libpng
1655,aflplusplus-0,4646-4692,fca,libpng
1659,aflplusplus-0,4646-4699,fca,libpng
1663,aflplusplus-0,4646-4706,fca,libpng
1667,aflplusplus-0,4646-4713,fca,libpng
1671,aflplusplus-0,4646-4720,fca,libpng
1675,aflplusplus-0,4646-4727,fca,libpng
1679,aflplusplus-0,4646-4734,fca,libpng
1683,aflplusplus-0,4646-4742,fca,libpng
1687,aflplusplus-0,4646-4747,fca,libpng
1691,aflplusplus-0,4646-4755,fca,libpng
1695,aflplusplus-0,46462-46505,fca,libpng
1702,aflplusplus-0,46505-46626,fca,libpng
1709,aflplusplus-0,46510-46541,fca,libpng
1715,aflplusplus-0,46541-46544,fca,libpng
1718,aflplusplus-0,46544-46550,fca,libpng
1722,aflplusplus-0,46544-46557,fca,libpng
1726,aflplusplus-0,46550-46560,fca,libpng
1731,aflplusplus-0,4656-4760,fca,libpng
1735,aflplusplus-0,46560-46568,fca,libpng
1739,aflplusplus-0,46560-46577,fca,libpng
1742,aflplusplus-0,46568-46582,fca,libpng
1746,aflplusplus-0,46577-46582,fca,libpng
1750,aflplusplus-0,46582-46589,fca,libpng
1757,aflplusplus-0,46598-46603,fca,libpng
1761,aflplusplus-0,46598-46610,fca,libpng
1762,aflplusplus-0,46603-46610,fca,libpng
1766,aflplusplus-0,46610-46505,fca,libpng
1768,aflplusplus-0,4662-4760,fca,libpng
1774,aflplusplus-0,46667-46673,fca,libpng
1777,aflplusplus-0,46667-46700,fca,libpng
1779,aflplusplus-0,46673-46695,fca,libpng
1782,aflplusplus-0,4668-4760,fca,libpng
1787,aflplusplus-0,46700-46703,fca,libpng
1790,aflplusplus-0,46703-46708,fca,libpng
1793,aflplusplus-0,46703-46743,fca,libpng
1797,aflplusplus-0,46708-46738,fca,libpng
1802,aflplusplus-0,4674-4760,fca,libpng
1806,aflplusplus-0,46749-46773,fca,libpng
1809,aflplusplus-0,46773-46778,fca,libpng
1819,aflplusplus-0,46799-46773,fca,libpng
1823,aflplusplus-0,4680-4690,fca,libpng
1825,aflplusplus-0,46810-46845,fca,libpng
1830,aflplusplus-0,46845-46878,fca,libpng
1833,aflplusplus-0,4685-4690,fca,libpng
1837,aflplusplus-0,46850-46873,fca,libpng
1840,aflplusplus-0,46873-46845,fca,libpng
1845,aflplusplus-0,4690-4697,fca,libpng
1849,aflplusplus-0,4692-4697,fca,libpng
1853,aflplusplus-0,46933-46941,fca,libpng
1856,aflplusplus-0,4697-4704,fca,libpng
1860,aflplusplus-0,4699-4704,fca,libpng
1864,aflplusplus-0,47010-47016,fca,libpng
1865,aflplusplus-0,47023-47054,fca,libpng
1867,aflplusplus-0,4704-4711,fca,libpng
1875,aflplusplus-0,4706-4711,fca,libpng
1880,aflplusplus-0,47074-47081,fca,libpng
1882,aflplusplus-0,47074-47089,fca,libpng
1884,aflplusplus-0,47081-47089,fca,libpng
1887,aflplusplus-0,47089-47123,fca,libpng
1895,aflplusplus-0,47098-47108,fca,libpng
1899,aflplusplus-0,47098-47119,fca,libpng
1903,aflplusplus-0,47108-47119,fca,libpng
1907,aflplusplus-0,4711-4718,fca,libpng
1919,aflplusplus-0,4713-4718,fca,libpng
1923,aflplusplus-0,4718-4725,fca,libpng
1926,aflplusplus-0,4720-4725,fca,libpng
1930,aflplusplus-0,4725-4732,fca,libpng
1934,aflplusplus-0,4727-4732,fca,libpng
1941,aflplusplus-0,47294-47301,fca,libpng
1949,aflplusplus-0,47312-47316,fca,libpng
1952,aflplusplus-0,47316-47332,fca,libpng
1954,aflplusplus-0,4732-4739,fca,libpng
1958,aflplusplus-0,47332-47335,fca,libpng
1964,aflplusplus-0,47337-47344,fca,libpng
1968,aflplusplus-0,4734-4739,fca,libpng
1972,aflplusplus-0,47344-47353,fca,libpng
1979,aflplusplus-0,474-479,fca,libpng
1983,aflplusplus-0,4742-4752,fca,libpng
1990,aflplusplus-0,4747-4752,fca,libpng
1994,aflplusplus-0,4752-4760,fca,libpng
1998,aflplusplus-0,4755-4941,fca,libpng
2007,aflplusplus-0,4760-4789,fca,libpng
2011,aflplusplus-0,4760-4828,fca,libpng
2014,aflplusplus-0,4760-4852,fca,libpng
2018,aflplusplus-0,4760-4871,fca,libpng
2022,aflplusplus-0,4760-4881,fca,libpng
2026,aflplusplus-0,4760-4900,fca,libpng
2030,aflplusplus-0,4760-4918,fca,libpng
2034,aflplusplus-0,4760-4926,fca,libpng
2039,aflplusplus-0,4770-4778,fca,libpng
2043,aflplusplus-0,4770-4783,fca,libpng
2048,aflplusplus-0,4778-4941,fca,libpng
2052,aflplusplus-0,4783-4931,fca,libpng
2056,aflplusplus-0,47853-47865,fca,libpng
2062,aflplusplus-0,47865-47966,fca,libpng
2066,aflplusplus-0,47870-47944,fca,libpng
2067,aflplusplus-0,4789-4797,fca,libpng
2071,aflplusplus-0,4789-4802,fca,libpng
2075,aflplusplus-0,479-484,fca,libpng
2078,aflplusplus-0,479-492,fca,libpng
2082,aflplusplus-0,47944-47966,fca,libpng
2083,aflplusplus-0,47966-47973,fca,libpng
2084,aflplusplus-0,47966-47978,fca,libpng
2088,aflplusplus-0,4797-4941,fca,libpng
2092,aflplusplus-0,47978-47980,fca,libpng
2096,aflplusplus-0,47988-48000,fca,libpng
2099,aflplusplus-0,48000-48016,fca,libpng
2103,aflplusplus-0,48000-48031,fca,libpng
2106,aflplusplus-0,48016-48031,fca,libpng
2110,aflplusplus-0,4802-4807,fca,libpng
2114,aflplusplus-0,4802-4816,fca,libpng
2117,aflplusplus-0,48031-48033,fca,libpng
2121,aflplusplus-0,48066-48093,fca,libpng
2124,aflplusplus-0,4807-4824,fca,libpng
2128,aflplusplus-0,48093-48099,fca,libpng
2132,aflplusplus-0,48101-48106,fca,libpng
2136,aflplusplus-0,48118-48124,fca,libpng
2140,aflplusplus-0,48124-48140,fca,libpng
2144,aflplusplus-0,48124-48147,fca,libpng
2148,aflplusplus-0,48147-48118,fca,libpng
2152,aflplusplus-0,48149-48169,fca,libpng
2156,aflplusplus-0,4816-4824,fca,libpng
2160,aflplusplus-0,48196-48200,fca,libpng
2161,aflplusplus-0,48196-48230,fca,libpng
2166,aflplusplus-0,48230-48241,fca,libpng
2169,aflplusplus-0,4824-4826,fca,libpng
2173,aflplusplus-0,48241-48261,fca,libpng
2175,aflplusplus-0,4826-4931,fca,libpng
2181,aflplusplus-0,4828-4836,fca,libpng
2185,aflplusplus-0,4828-4845,fca,libpng
2187,aflplusplus-0,48280-48313,fca,libpng
2191,aflplusplus-0,48304-48313,fca,libpng
2195,aflplusplus-0,48313-48320,fca,libpng
2199,aflplusplus-0,48322-48326,fca,libpng
2203,aflplusplus-0,48326-48336,fca,libpng
2207,aflplusplus-0,48326-48347,fca,libpng
2211,aflplusplus-0,48347-48385,fca,libpng
2215,aflplusplus-0,48357-48101,fca,libpng
2219,aflplusplus-0,4836-4845,fca,libpng
2223,aflplusplus-0,48361-48365,fca,libpng
2227,aflplusplus-0,48365-48372,fca,libpng
2231,aflplusplus-0,48365-48379,fca,libpng
2235,aflplusplus-0,48379-48383,fca,libpng
2238,aflplusplus-0,48383-48385,fca,libpng
2240,aflplusplus-0,484-490,fca,libpng
2247,aflplusplus-0,48406-48415,fca,libpng
2250,aflplusplus-0,48406-48422,fca,libpng
2254,aflplusplus-0,48415-48422,fca,libpng
2258,aflplusplus-0,4845-4931,fca,libpng
2260,aflplusplus-0,4852-4860,fca,libpng
2264,aflplusplus-0,4852-4865,fca,libpng
2269,aflplusplus-0,48550-48556,fca,libpng
2270,aflplusplus-0,4860-4941,fca,libpng
2274,aflplusplus-0,4865-4931,fca,libpng
2278,aflplusplus-0,4871-4931,fca,libpng
2282,aflplusplus-0,48718-48728,fca,libpng
2286,aflplusplus-0,48728-48743,fca,libpng
2290,aflplusplus-0,48747-48774,fca,libpng
2294,aflplusplus-0,48774-48778,fca,libpng
2298,aflplusplus-0,48774-48797,fca,libpng
2302,aflplusplus-0,48778-48785,fca,libpng
2308,aflplusplus-0,48795-48797,fca,libpng
2312,aflplusplus-0,48797-48799,fca,libpng
2316,aflplusplus-0,4881-4889,fca,libpng
2320,aflplusplus-0,4881-4894,fca,libpng
2325,aflplusplus-0,48832-48845,fca,libpng
2329,aflplusplus-0,48845-48867,fca,libpng
2333,aflplusplus-0,48876-48910,fca,libpng
2337,aflplusplus-0,4889-4941,fca,libpng
2341,aflplusplus-0,4894-4931,fca,libpng
2345,aflplusplus-0,48942-48973,fca,libpng
2351,aflplusplus-0,48952-48973,fca,libpng
