,fuzzer,edge,fuzzer_combination,benchmark
218,aflplusplus-0,104402-104406,fca,libxml2
221,aflplusplus-0,1045-1052,fca,libxml2
222,aflplusplus-0,1045-1061,fca,libxml2
226,aflplusplus-0,104571-104587,fca,libxml2
232,aflplusplus-0,10574-10600,fca,libxml2
235,aflplusplus-0,1061-1064,fca,libxml2
238,aflplusplus-0,10638-10662,fca,libxml2
242,aflplusplus-0,1064-1073,fca,libxml2
246,aflplusplus-0,10662-10671,fca,libxml2
251,aflplusplus-0,10707-10733,fca,libxml2
253,aflplusplus-0,1073-1041,fca,libxml2
257,aflplusplus-0,10744-10769,fca,libxml2
261,aflplusplus-0,1078-1082,fca,libxml2
270,aflplusplus-0,107818-107851,fca,libxml2
274,aflplusplus-0,10782-10808,fca,libxml2
279,aflplusplus-0,107824-107842,fca,libxml2
285,aflplusplus-0,107833-107851,fca,libxml2
289,aflplusplus-0,107851-107854,fca,libxml2
295,aflplusplus-0,107854-107818,fca,libxml2
300,aflplusplus-0,107864-107879,fca,libxml2
301,aflplusplus-0,107870-107879,fca,libxml2
309,aflplusplus-0,107888-107897,fca,libxml2
313,aflplusplus-0,107888-107906,fca,libxml2
317,aflplusplus-0,107897-107906,fca,libxml2
323,aflplusplus-0,107914-108076,fca,libxml2
330,aflplusplus-0,107918-107933,fca,libxml2
331,aflplusplus-0,107924-107933,fca,libxml2
336,aflplusplus-0,107933-107942,fca,libxml2
341,aflplusplus-0,107942-107951,fca,libxml2
348,aflplusplus-0,10795-10808,fca,libxml2
352,aflplusplus-0,107951-107960,fca,libxml2
353,aflplusplus-0,107951-107969,fca,libxml2
358,aflplusplus-0,107960-107996,fca,libxml2
363,aflplusplus-0,107969-107996,fca,libxml2
367,aflplusplus-0,107978-107987,fca,libxml2
368,aflplusplus-0,107978-107996,fca,libxml2
375,aflplusplus-0,108016-108049,fca,libxml2
381,aflplusplus-0,108031-108040,fca,libxml2
382,aflplusplus-0,108031-108049,fca,libxml2
386,aflplusplus-0,108049-108052,fca,libxml2
393,aflplusplus-0,108052-108016,fca,libxml2
404,aflplusplus-0,108076-108088,fca,libxml2
406,aflplusplus-0,10808-10850,fca,libxml2
412,aflplusplus-0,108093-108097,fca,libxml2
415,aflplusplus-0,108093-108129,fca,libxml2
420,aflplusplus-0,108097-108125,fca,libxml2
424,aflplusplus-0,108104-108111,fca,libxml2
426,aflplusplus-0,108104-108118,fca,libxml2
432,aflplusplus-0,108111-108125,fca,libxml2
436,aflplusplus-0,108118-108125,fca,libxml2
439,aflplusplus-0,108125-108131,fca,libxml2
443,aflplusplus-0,108129-108131,fca,libxml2
447,aflplusplus-0,108131-108135,fca,libxml2
453,aflplusplus-0,108135-108093,fca,libxml2
457,aflplusplus-0,108148-108150,fca,libxml2
462,aflplusplus-0,108150-108154,fca,libxml2
465,aflplusplus-0,108150-108217,fca,libxml2
468,aflplusplus-0,108154-108161,fca,libxml2
469,aflplusplus-0,108154-108168,fca,libxml2
471,aflplusplus-0,108161-108168,fca,libxml2
475,aflplusplus-0,108161-108279,fca,libxml2
479,aflplusplus-0,108168-108175,fca,libxml2
484,aflplusplus-0,108175-108182,fca,libxml2
488,aflplusplus-0,108175-108279,fca,libxml2
492,aflplusplus-0,108182-108189,fca,libxml2
498,aflplusplus-0,108189-108196,fca,libxml2
502,aflplusplus-0,108189-108279,fca,libxml2
506,aflplusplus-0,108196-108203,fca,libxml2
512,aflplusplus-0,1082-1116,fca,libxml2
516,aflplusplus-0,108203-108210,fca,libxml2
520,aflplusplus-0,108203-108279,fca,libxml2
524,aflplusplus-0,108210-108222,fca,libxml2
527,aflplusplus-0,108210-108279,fca,libxml2
529,aflplusplus-0,108217-108222,fca,libxml2
532,aflplusplus-0,108217-108279,fca,libxml2
536,aflplusplus-0,108222-108229,fca,libxml2
539,aflplusplus-0,108222-108234,fca,libxml2
546,aflplusplus-0,108234-108238,fca,libxml2
550,aflplusplus-0,108234-108245,fca,libxml2
553,aflplusplus-0,108238-108245,fca,libxml2
557,aflplusplus-0,108238-108279,fca,libxml2
561,aflplusplus-0,108245-108252,fca,libxml2
565,aflplusplus-0,108252-108259,fca,libxml2
568,aflplusplus-0,108252-108266,fca,libxml2
572,aflplusplus-0,108259-108266,fca,libxml2
576,aflplusplus-0,108266-108273,fca,libxml2
578,aflplusplus-0,108266-108279,fca,libxml2
585,aflplusplus-0,108289-108293,fca,libxml2
588,aflplusplus-0,108289-108356,fca,libxml2
592,aflplusplus-0,108293-108300,fca,libxml2
594,aflplusplus-0,108293-108307,fca,libxml2
598,aflplusplus-0,108300-108492,fca,libxml2
607,aflplusplus-0,108314-108321,fca,libxml2
611,aflplusplus-0,108321-108328,fca,libxml2
617,aflplusplus-0,108328-108335,fca,libxml2
621,aflplusplus-0,108328-108492,fca,libxml2
625,aflplusplus-0,108335-108342,fca,libxml2
629,aflplusplus-0,108335-108349,fca,libxml2
632,aflplusplus-0,108342-108349,fca,libxml2
636,aflplusplus-0,108342-108492,fca,libxml2
640,aflplusplus-0,108349-108361,fca,libxml2
642,aflplusplus-0,108349-108492,fca,libxml2
645,aflplusplus-0,108356-108361,fca,libxml2
648,aflplusplus-0,108356-108492,fca,libxml2
654,aflplusplus-0,108361-108373,fca,libxml2
657,aflplusplus-0,108368-108405,fca,libxml2
659,aflplusplus-0,108373-108377,fca,libxml2
663,aflplusplus-0,108373-108384,fca,libxml2
667,aflplusplus-0,108377-108384,fca,libxml2
670,aflplusplus-0,108377-108492,fca,libxml2
674,aflplusplus-0,108384-108391,fca,libxml2
677,aflplusplus-0,10839-10848,fca,libxml2
681,aflplusplus-0,108391-108398,fca,libxml2
685,aflplusplus-0,108391-108405,fca,libxml2
689,aflplusplus-0,108398-108405,fca,libxml2
693,aflplusplus-0,108398-108492,fca,libxml2
698,aflplusplus-0,108405-108426,fca,libxml2
702,aflplusplus-0,108412-108419,fca,libxml2
705,aflplusplus-0,108412-108431,fca,libxml2
709,aflplusplus-0,108419-108431,fca,libxml2
713,aflplusplus-0,108419-108492,fca,libxml2
717,aflplusplus-0,108426-108431,fca,libxml2
720,aflplusplus-0,108426-108492,fca,libxml2
724,aflplusplus-0,108431-108438,fca,libxml2
727,aflplusplus-0,108431-108492,fca,libxml2
734,aflplusplus-0,108438-108492,fca,libxml2
738,aflplusplus-0,108445-108492,fca,libxml2
742,aflplusplus-0,108452-108459,fca,libxml2
744,aflplusplus-0,108452-108464,fca,libxml2
749,aflplusplus-0,108464-108469,fca,libxml2
752,aflplusplus-0,108464-108492,fca,libxml2
756,aflplusplus-0,108469-108484,fca,libxml2
759,aflplusplus-0,108476-108488,fca,libxml2
761,aflplusplus-0,108484-108488,fca,libxml2
766,aflplusplus-0,108492-108495,fca,libxml2
771,aflplusplus-0,108495-108289,fca,libxml2
780,aflplusplus-0,108517-108553,fca,libxml2
782,aflplusplus-0,108521-108549,fca,libxml2
786,aflplusplus-0,108528-108535,fca,libxml2
789,aflplusplus-0,108528-108542,fca,libxml2
792,aflplusplus-0,108535-108542,fca,libxml2
796,aflplusplus-0,108535-108549,fca,libxml2
800,aflplusplus-0,10854-10861,fca,libxml2
804,aflplusplus-0,10854-10867,fca,libxml2
809,aflplusplus-0,108549-108555,fca,libxml2
812,aflplusplus-0,108553-108555,fca,libxml2
816,aflplusplus-0,108555-108559,fca,libxml2
821,aflplusplus-0,108559-108517,fca,libxml2
826,aflplusplus-0,108574-108578,fca,libxml2
834,aflplusplus-0,108584-108587,fca,libxml2
838,aflplusplus-0,10861-10867,fca,libxml2
842,aflplusplus-0,108627-108634,fca,libxml2
846,aflplusplus-0,108634-108744,fca,libxml2
851,aflplusplus-0,10867-10878,fca,libxml2
854,aflplusplus-0,108800-108811,fca,libxml2
859,aflplusplus-0,108833-108839,fca,libxml2
860,aflplusplus-0,108839-108871,fca,libxml2
861,aflplusplus-0,108903-108925,fca,libxml2
862,aflplusplus-0,108938-108960,fca,libxml2
866,aflplusplus-0,108960-108968,fca,libxml2
868,aflplusplus-0,108972-109158,fca,libxml2
872,aflplusplus-0,108983-109158,fca,libxml2
880,aflplusplus-0,109012-109021,fca,libxml2
884,aflplusplus-0,109021-109034,fca,libxml2
888,aflplusplus-0,109034-109043,fca,libxml2
892,aflplusplus-0,109043-109052,fca,libxml2
896,aflplusplus-0,109052-109062,fca,libxml2
900,aflplusplus-0,109062-109068,fca,libxml2
904,aflplusplus-0,109062-109078,fca,libxml2
907,aflplusplus-0,109068-109078,fca,libxml2
911,aflplusplus-0,109078-109094,fca,libxml2
916,aflplusplus-0,109096-109100,fca,libxml2
920,aflplusplus-0,109100-109150,fca,libxml2
925,aflplusplus-0,109121-109148,fca,libxml2
935,aflplusplus-0,109286-109330,fca,libxml2
937,aflplusplus-0,109303-109328,fca,libxml2
940,aflplusplus-0,109707-109718,fca,libxml2
951,aflplusplus-0,109816-109822,fca,libxml2
955,aflplusplus-0,109822-109832,fca,libxml2
958,aflplusplus-0,109822-109858,fca,libxml2
962,aflplusplus-0,109832-109842,fca,libxml2
966,aflplusplus-0,109832-109858,fca,libxml2
970,aflplusplus-0,109842-109852,fca,libxml2
976,aflplusplus-0,109852-110125,fca,libxml2
980,aflplusplus-0,109858-109863,fca,libxml2
985,aflplusplus-0,109863-109816,fca,libxml2
993,aflplusplus-0,109876-109886,fca,libxml2
995,aflplusplus-0,109876-109902,fca,libxml2
998,aflplusplus-0,109886-109902,fca,libxml2
1003,aflplusplus-0,109904-109912,fca,libxml2
1006,aflplusplus-0,109912-109918,fca,libxml2
1011,aflplusplus-0,109918-109929,fca,libxml2
1015,aflplusplus-0,109918-109957,fca,libxml2
1019,aflplusplus-0,109929-109940,fca,libxml2
1024,aflplusplus-0,109940-109951,fca,libxml2
1030,aflplusplus-0,109951-110125,fca,libxml2
1034,aflplusplus-0,109957-109962,fca,libxml2
1038,aflplusplus-0,109962-109912,fca,libxml2
1042,aflplusplus-0,109968-109976,fca,libxml2
1045,aflplusplus-0,109968-110004,fca,libxml2
1054,aflplusplus-0,109987-109998,fca,libxml2
1057,aflplusplus-0,109987-110004,fca,libxml2
1061,aflplusplus-0,110004-110006,fca,libxml2
1068,aflplusplus-0,11052-11078,fca,libxml2
1077,aflplusplus-0,110838-110858,fca,libxml2
1086,aflplusplus-0,110884-110888,fca,libxml2
1090,aflplusplus-0,110888-110894,fca,libxml2
1095,aflplusplus-0,111044-111089,fca,libxml2
1097,aflplusplus-0,111056-111089,fca,libxml2
1102,aflplusplus-0,11116-11140,fca,libxml2
1107,aflplusplus-0,111167-111172,fca,libxml2
1110,aflplusplus-0,111181-111172,fca,libxml2
1118,aflplusplus-0,11140-11149,fca,libxml2
1124,aflplusplus-0,111550-111560,fca,libxml2
1125,aflplusplus-0,111570-111589,fca,libxml2
1126,aflplusplus-0,111607-111661,fca,libxml2
1129,aflplusplus-0,111622-111653,fca,libxml2
1130,aflplusplus-0,11163-11189,fca,libxml2
1134,aflplusplus-0,111633-111653,fca,libxml2
1143,aflplusplus-0,111794-111826,fca,libxml2
1148,aflplusplus-0,11189-11214,fca,libxml2
1152,aflplusplus-0,111903-111909,fca,libxml2
1156,aflplusplus-0,111909-111919,fca,libxml2
1160,aflplusplus-0,111909-111966,fca,libxml2
1164,aflplusplus-0,111919-111929,fca,libxml2
1168,aflplusplus-0,111919-111966,fca,libxml2
1172,aflplusplus-0,111929-111939,fca,libxml2
1176,aflplusplus-0,111939-111959,fca,libxml2
1179,aflplusplus-0,111959-112275,fca,libxml2
1183,aflplusplus-0,111966-111968,fca,libxml2
1187,aflplusplus-0,111968-111903,fca,libxml2
1191,aflplusplus-0,111974-112028,fca,libxml2
1194,aflplusplus-0,111981-112028,fca,libxml2
1200,aflplusplus-0,112021-112275,fca,libxml2
1201,aflplusplus-0,112028-112171,fca,libxml2
1203,aflplusplus-0,112171-112173,fca,libxml2
1207,aflplusplus-0,112173-112188,fca,libxml2
1211,aflplusplus-0,112188-112202,fca,libxml2
1214,aflplusplus-0,112202-112204,fca,libxml2
1221,aflplusplus-0,112263-112272,fca,libxml2
1223,aflplusplus-0,11227-11253,fca,libxml2
1228,aflplusplus-0,11240-11253,fca,libxml2
1237,aflplusplus-0,11253-11295,fca,libxml2
1241,aflplusplus-0,112536-112543,fca,libxml2
1245,aflplusplus-0,112663-112756,fca,libxml2
1247,aflplusplus-0,112688-112697,fca,libxml2
1251,aflplusplus-0,112688-112704,fca,libxml2
1252,aflplusplus-0,112697-112704,fca,libxml2
1257,aflplusplus-0,112708-112721,fca,libxml2
1261,aflplusplus-0,112715-112721,fca,libxml2
1265,aflplusplus-0,112721-112756,fca,libxml2
1272,aflplusplus-0,112786-112793,fca,libxml2
1277,aflplusplus-0,112793-112836,fca,libxml2
1281,aflplusplus-0,112797-112813,fca,libxml2
1289,aflplusplus-0,112836-112854,fca,libxml2
1300,aflplusplus-0,11295-11299,fca,libxml2
1305,aflplusplus-0,112965-112980,fca,libxml2
1310,aflplusplus-0,11299-11306,fca,libxml2
1314,aflplusplus-0,11299-11312,fca,libxml2
1318,aflplusplus-0,11306-11312,fca,libxml2
1322,aflplusplus-0,113076-113078,fca,libxml2
1324,aflplusplus-0,113110-113119,fca,libxml2
1328,aflplusplus-0,113119-113133,fca,libxml2
1332,aflplusplus-0,11312-11321,fca,libxml2
1338,aflplusplus-0,113146-113167,fca,libxml2
1341,aflplusplus-0,113167-113176,fca,libxml2
1342,aflplusplus-0,113176-113195,fca,libxml2
1343,aflplusplus-0,113195-113201,fca,libxml2
1347,aflplusplus-0,113228-113271,fca,libxml2
1351,aflplusplus-0,113310-113319,fca,libxml2
1371,aflplusplus-0,114030-114032,fca,libxml2
1377,aflplusplus-0,114079-114133,fca,libxml2
1381,aflplusplus-0,114133-114141,fca,libxml2
1383,aflplusplus-0,114229-114253,fca,libxml2
1389,aflplusplus-0,114234-114248,fca,libxml2
1391,aflplusplus-0,114243-114253,fca,libxml2
1397,aflplusplus-0,114259-114267,fca,libxml2
1401,aflplusplus-0,114259-114274,fca,libxml2
1408,aflplusplus-0,114274-114278,fca,libxml2
1413,aflplusplus-0,114289-114300,fca,libxml2
1417,aflplusplus-0,114302-114306,fca,libxml2
1420,aflplusplus-0,11440-11458,fca,libxml2
1427,aflplusplus-0,11472-11553,fca,libxml2
1432,aflplusplus-0,11478-11487,fca,libxml2
1435,aflplusplus-0,114803-114828,fca,libxml2
1436,aflplusplus-0,11487-11496,fca,libxml2
1440,aflplusplus-0,11487-11523,fca,libxml2
1445,aflplusplus-0,114936-115023,fca,libxml2
1448,aflplusplus-0,11496-11514,fca,libxml2
1453,aflplusplus-0,114966-114993,fca,libxml2
1454,aflplusplus-0,114987-114991,fca,libxml2
1457,aflplusplus-0,11505-11514,fca,libxml2
1461,aflplusplus-0,11505-11523,fca,libxml2
1465,aflplusplus-0,115102-115107,fca,libxml2
1466,aflplusplus-0,11514-11523,fca,libxml2
1470,aflplusplus-0,11514-11553,fca,libxml2
1475,aflplusplus-0,115220-115233,fca,libxml2
1480,aflplusplus-0,115317-115321,fca,libxml2
1484,aflplusplus-0,115321-115349,fca,libxml2
1488,aflplusplus-0,115327-115345,fca,libxml2
1491,aflplusplus-0,115345-115349,fca,libxml2
1497,aflplusplus-0,115385-115717,fca,libxml2
1501,aflplusplus-0,115415-115420,fca,libxml2
1508,aflplusplus-0,115426-115432,fca,libxml2
1513,aflplusplus-0,115473-115493,fca,libxml2
1518,aflplusplus-0,115493-115500,fca,libxml2
1522,aflplusplus-0,115493-115517,fca,libxml2
1527,aflplusplus-0,115507-115717,fca,libxml2
1531,aflplusplus-0,115517-115521,fca,libxml2
1535,aflplusplus-0,115521-115529,fca,libxml2
1539,aflplusplus-0,115529-115554,fca,libxml2
1543,aflplusplus-0,11553-11561,fca,libxml2
1552,aflplusplus-0,115588-115594,fca,libxml2
1555,aflplusplus-0,115588-115627,fca,libxml2
1558,aflplusplus-0,115594-115614,fca,libxml2
1562,aflplusplus-0,11561-11571,fca,libxml2
1566,aflplusplus-0,115614-115625,fca,libxml2
1570,aflplusplus-0,115625-115657,fca,libxml2
1574,aflplusplus-0,115627-115644,fca,libxml2
1578,aflplusplus-0,115644-115655,fca,libxml2
1582,aflplusplus-0,115655-115657,fca,libxml2
1586,aflplusplus-0,115657-115672,fca,libxml2
1589,aflplusplus-0,11567-11571,fca,libxml2
1593,aflplusplus-0,115672-115688,fca,libxml2
1596,aflplusplus-0,115688-115696,fca,libxml2
1599,aflplusplus-0,115696-115698,fca,libxml2
1605,aflplusplus-0,115704-115415,fca,libxml2
1609,aflplusplus-0,115704-115708,fca,libxml2
1613,aflplusplus-0,115708-115710,fca,libxml2
1619,aflplusplus-0,115783-115794,fca,libxml2
1625,aflplusplus-0,115794-115964,fca,libxml2
1632,aflplusplus-0,115817-115823,fca,libxml2
1635,aflplusplus-0,115823-115834,fca,libxml2
1639,aflplusplus-0,115823-115839,fca,libxml2
1643,aflplusplus-0,115834-115964,fca,libxml2
1647,aflplusplus-0,115839-115957,fca,libxml2
1649,aflplusplus-0,115857-115863,fca,libxml2
1653,aflplusplus-0,115863-115874,fca,libxml2
1657,aflplusplus-0,115863-115879,fca,libxml2
1660,aflplusplus-0,115874-115964,fca,libxml2
1664,aflplusplus-0,115879-115955,fca,libxml2
1667,aflplusplus-0,1159-1161,fca,libxml2
1669,aflplusplus-0,115901-115907,fca,libxml2
1673,aflplusplus-0,115907-115918,fca,libxml2
1677,aflplusplus-0,115907-115923,fca,libxml2
1681,aflplusplus-0,115918-115964,fca,libxml2
1685,aflplusplus-0,115923-115953,fca,libxml2
1696,aflplusplus-0,116089-116094,fca,libxml2
1699,aflplusplus-0,116094-116109,fca,libxml2
1703,aflplusplus-0,1161-1163,fca,libxml2
1705,aflplusplus-0,116109-116125,fca,libxml2
1709,aflplusplus-0,116125-116446,fca,libxml2
1715,aflplusplus-0,116164-116171,fca,libxml2
1719,aflplusplus-0,116171-116470,fca,libxml2
1723,aflplusplus-0,116177-116203,fca,libxml2
1728,aflplusplus-0,116190-116203,fca,libxml2
1733,aflplusplus-0,116203-116210,fca,libxml2
1734,aflplusplus-0,116203-116227,fca,libxml2
1739,aflplusplus-0,116227-116231,fca,libxml2
1743,aflplusplus-0,116231-116239,fca,libxml2
1749,aflplusplus-0,116243-116262,fca,libxml2
1753,aflplusplus-0,116255-116262,fca,libxml2
1757,aflplusplus-0,116262-116470,fca,libxml2
1762,aflplusplus-0,116293-116312,fca,libxml2
1768,aflplusplus-0,116312-116318,fca,libxml2
1772,aflplusplus-0,116312-116351,fca,libxml2
1775,aflplusplus-0,116318-116338,fca,libxml2
1779,aflplusplus-0,116338-116349,fca,libxml2
1784,aflplusplus-0,116351-116368,fca,libxml2
1788,aflplusplus-0,116368-116379,fca,libxml2
1790,aflplusplus-0,116379-116381,fca,libxml2
1792,aflplusplus-0,116381-116396,fca,libxml2
1798,aflplusplus-0,116412-116420,fca,libxml2
1800,aflplusplus-0,116420-116440,fca,libxml2
1806,aflplusplus-0,116446-116450,fca,libxml2
1809,aflplusplus-0,116446-116458,fca,libxml2
1813,aflplusplus-0,116450-116458,fca,libxml2
1818,aflplusplus-0,116458-116461,fca,libxml2
1822,aflplusplus-0,116461-116463,fca,libxml2
1827,aflplusplus-0,116488-116497,fca,libxml2
1831,aflplusplus-0,116488-116503,fca,libxml2
1835,aflplusplus-0,116497-116534,fca,libxml2
1839,aflplusplus-0,116503-116509,fca,libxml2
1843,aflplusplus-0,116559-116568,fca,libxml2
1847,aflplusplus-0,116568-116806,fca,libxml2
1850,aflplusplus-0,116591-116608,fca,libxml2
1853,aflplusplus-0,116712-116720,fca,libxml2
1861,aflplusplus-0,116768-116806,fca,libxml2
1867,aflplusplus-0,11723-11741,fca,libxml2
1868,aflplusplus-0,11732-11741,fca,libxml2
1872,aflplusplus-0,11741-11750,fca,libxml2
1874,aflplusplus-0,11741-11759,fca,libxml2
1885,aflplusplus-0,118001-118058,fca,libxml2
1897,aflplusplus-0,11818-11854,fca,libxml2
1901,aflplusplus-0,11827-11854,fca,libxml2
1906,aflplusplus-0,11865-11956,fca,libxml2
1908,aflplusplus-0,11880-11898,fca,libxml2
1912,aflplusplus-0,11898-11908,fca,libxml2
1916,aflplusplus-0,11908-11963,fca,libxml2
1920,aflplusplus-0,119252-119261,fca,libxml2
1925,aflplusplus-0,119292-119299,fca,libxml2
1929,aflplusplus-0,119299-119466,fca,libxml2
1933,aflplusplus-0,119419-119421,fca,libxml2
1935,aflplusplus-0,11956-11958,fca,libxml2
1938,aflplusplus-0,11958-11963,fca,libxml2
1949,aflplusplus-0,119629-119635,fca,libxml2
1953,aflplusplus-0,11986-12012,fca,libxml2
1957,aflplusplus-0,12005-12012,fca,libxml2
1959,aflplusplus-0,12012-12024,fca,libxml2
1960,aflplusplus-0,12024-12034,fca,libxml2
1961,aflplusplus-0,12024-12758,fca,libxml2
1964,aflplusplus-0,12034-12265,fca,libxml2
1967,aflplusplus-0,12041-12265,fca,libxml2
1972,aflplusplus-0,12048-12265,fca,libxml2
1976,aflplusplus-0,12055-12069,fca,libxml2
1978,aflplusplus-0,12062-12069,fca,libxml2
1982,aflplusplus-0,12069-12076,fca,libxml2
1985,aflplusplus-0,12076-12083,fca,libxml2
1989,aflplusplus-0,12076-12271,fca,libxml2
1995,aflplusplus-0,1208-1291,fca,libxml2
1997,aflplusplus-0,12083-12271,fca,libxml2
2003,aflplusplus-0,12090-12271,fca,libxml2
2007,aflplusplus-0,12097-12104,fca,libxml2
2011,aflplusplus-0,12104-12111,fca,libxml2
2015,aflplusplus-0,12104-12271,fca,libxml2
2019,aflplusplus-0,12111-12118,fca,libxml2
2023,aflplusplus-0,12111-12125,fca,libxml2
2025,aflplusplus-0,12118-12125,fca,libxml2
2029,aflplusplus-0,12118-12271,fca,libxml2
2033,aflplusplus-0,1212-1230,fca,libxml2
2034,aflplusplus-0,12125-12132,fca,libxml2
2038,aflplusplus-0,12125-12139,fca,libxml2
2040,aflplusplus-0,12132-12139,fca,libxml2
2044,aflplusplus-0,12132-12271,fca,libxml2
2048,aflplusplus-0,12139-12146,fca,libxml2
2053,aflplusplus-0,12146-12153,fca,libxml2
2057,aflplusplus-0,12146-12271,fca,libxml2
2061,aflplusplus-0,121502-121513,fca,libxml2
2065,aflplusplus-0,121513-121527,fca,libxml2
2069,aflplusplus-0,12153-12160,fca,libxml2
2073,aflplusplus-0,121562-121578,fca,libxml2
2076,aflplusplus-0,121584-121594,fca,libxml2
2085,aflplusplus-0,12160-12271,fca,libxml2
2089,aflplusplus-0,121610-121616,fca,libxml2
2092,aflplusplus-0,121658-121664,fca,libxml2
2098,aflplusplus-0,12167-12174,fca,libxml2
2104,aflplusplus-0,121723-121730,fca,libxml2
2108,aflplusplus-0,121730-121740,fca,libxml2
2112,aflplusplus-0,121730-121758,fca,libxml2
2116,aflplusplus-0,12174-12181,fca,libxml2
2120,aflplusplus-0,12174-12271,fca,libxml2
2123,aflplusplus-0,121740-121750,fca,libxml2
2127,aflplusplus-0,121740-121758,fca,libxml2
2131,aflplusplus-0,121750-121758,fca,libxml2
2140,aflplusplus-0,121781-121795,fca,libxml2
2143,aflplusplus-0,12181-12188,fca,libxml2
2150,aflplusplus-0,12188-12195,fca,libxml2
2152,aflplusplus-0,12188-12271,fca,libxml2
2158,aflplusplus-0,121900-121910,fca,libxml2
2160,aflplusplus-0,12195-12202,fca,libxml2
2165,aflplusplus-0,12202-12209,fca,libxml2
2168,aflplusplus-0,12202-12271,fca,libxml2
2172,aflplusplus-0,12209-12216,fca,libxml2
2176,aflplusplus-0,12209-12223,fca,libxml2
2179,aflplusplus-0,12216-12223,fca,libxml2
2183,aflplusplus-0,12216-12271,fca,libxml2
2187,aflplusplus-0,12223-12230,fca,libxml2
2191,aflplusplus-0,12223-12237,fca,libxml2
2195,aflplusplus-0,12230-12271,fca,libxml2
2199,aflplusplus-0,12237-12244,fca,libxml2
2205,aflplusplus-0,12244-12251,fca,libxml2
2209,aflplusplus-0,12244-12271,fca,libxml2
2213,aflplusplus-0,122448-122476,fca,libxml2
2215,aflplusplus-0,122476-122496,fca,libxml2
2219,aflplusplus-0,122476-122841,fca,libxml2
2222,aflplusplus-0,122496-122505,fca,libxml2
2229,aflplusplus-0,12251-12258,fca,libxml2
2233,aflplusplus-0,122511-122520,fca,libxml2
2238,aflplusplus-0,122520-122535,fca,libxml2
2242,aflplusplus-0,122535-122539,fca,libxml2
2247,aflplusplus-0,122539-122554,fca,libxml2
2250,aflplusplus-0,122545-122554,fca,libxml2
2254,aflplusplus-0,122545-122734,fca,libxml2
2256,aflplusplus-0,122554-122563,fca,libxml2
2260,aflplusplus-0,122554-122572,fca,libxml2
2264,aflplusplus-0,122563-122572,fca,libxml2
2268,aflplusplus-0,122563-122734,fca,libxml2
2272,aflplusplus-0,122572-122581,fca,libxml2
2276,aflplusplus-0,122572-122590,fca,libxml2
2279,aflplusplus-0,12258-12265,fca,libxml2
2283,aflplusplus-0,12258-12271,fca,libxml2
2287,aflplusplus-0,122581-122590,fca,libxml2
2290,aflplusplus-0,122581-122734,fca,libxml2
2297,aflplusplus-0,122590-122734,fca,libxml2
2303,aflplusplus-0,122599-122734,fca,libxml2
