,discovery_time,crash_frames_hash,fuzzer_combination
52,77,6e0fa39f1d3feba6c840a1360aee200c,fcb
53,77,c2cfeef2c6070754be4b70c7a1b1d613,fcb
54,79,78c5fe1e9fea41710ccf42d74a3642be,fcb
55,79,8590b2ad25e44c36b8c6d6080ee36a39,fcb
56,80,7955604df67ffcf65427a58682b0f595,fcb
57,80,d1121efa09a3fdc4bd286ad890ebdcc3,fcb
58,80,35522d19c9712eacea77ebeb4469bb03,fcb
59,80,3e6a979e87d55b0de96519a22542c3f3,fcb
60,80,8098b7c49ec0d4f096fd1f4c8804648c,fcb
61,82,256ad76866adde9d37ca50311ea1abd5,fcb
62,82,ce1c3f8054615abe83908e2e72ffea66,fcb
63,84,ac97f97bc7c486825473741fc4d88548,fcb
64,84,cd65f36d3a2669d55a4f7c4695ddb7cf,fcb
65,84,f0f342bb14e9e6e68dd08d6238202490,fcb
66,87,519495491a27785b08a25a20ef436a47,fcb
67,87,6574cc1969abbdcf6a0fac1797309a7f,fcb
68,89,87aaa85249fb7e63506af5d72c3f26c5,fcb
69,89,c66b2c326db349ab6561d6b782d2ab8f,fcb
70,94,cbe1c75c25d6dc91f0044aa89c7fad45,fcb
71,94,e16ae318e765808295506892e6858caa,fcb
72,114,51ea19cf3cdd0032322d439a97abf293,fcb
73,114,64f3eee2c7b2e4594b050aa702a3f154,fcb
74,117,8b389ba44aa3acfc7a830079d7223d26,fcb
75,117,9ca6690d16f1085e43e3fa570dddb4d6,fcb
76,119,5ffff55bb70ca93a6d1ea49c23161e9c,fcb
77,119,b8f4aa699bfd494b786506c1a27acebf,fcb
78,133,0c809dc479e32efbbfe3e1e2e8f86045,fcb
79,133,f51ba2c3a608d38078af9e8834755d7a,fcb
80,145,4383f671e0b61bef1932adfb696d6553,fcb
81,145,79ecef9516b8b7e15458d69fb3872ede,fcb
82,145,9e2314932920a7b3063851313cee9b98,fcb
83,145,eb2987cd0876ff5f642e3fdb5a9cd85e,fcb
84,147,b1887665bfb498f05f53a7dd78b42b23,fcb
85,147,793cbea48129d503b4621bbf44e32202,fcb
86,147,8c375199153e81af054398d83471f1ba,fcb
87,153,3a4b0e0e55f196cd9c9a63235bb444dd,fcb
88,153,b1fcff8b2db0e6d497bdfc03b9a28c0d,fcb
89,153,b213fa0db824078496d3e2f1a58f125a,fcb
90,158,bbdb462f4d9f5326592a154553747863,fcb
91,158,f7e87bb58d33e863c8f322c0ade43b0b,fcb
92,176,2670e464370682164bd6532823c010f4,fcb
93,176,3bd4843f95bb7a4a3a99b88119055a77,fcb
94,178,675264e67bb16cf95fce8e6a3fd44284,fcb
95,178,ea96565a4e012cca8889fcce4b25307e,fcb
96,180,b453799f5c179081bcc588ea5f2d778f,fcb
97,180,e0da2f949bfa86be1950838514bfb75a,fcb
98,185,31fdadb70cea93ae8e5fc42f7429577c,fcb
99,185,3eb5851e990e6e543e3861801339bdd6,fcb
100,193,4e0fcd7d377ca52bf42d72d41164ef84,fcb
101,193,ecdc095e442dea2aa3993c7674220973,fcb
102,207,380519d9b2771fad36ec4f2012aa0a99,fcb
103,207,b029e2b3f8ab11b881bc3cc9880b6202,fcb
104,207,cbadece452c12058ec2fbc450f10c9c8,fcb
105,219,468cdb66cbc579f111768f8b01610dcb,fcb
106,224,01b500657eb3eed1b45b5347a3832f6e,fcb
107,224,db49e5091659cea81ceb888e9e82108b,fcb
108,270,0d82ec806f9e3e0c8dfdb5641710eee3,fcb
109,270,531e440bdb1b74613216b63c7c834a10,fcb
110,273,29c9bea4133ee9c945c5692f13ce2abb,fcb
111,273,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,fcb
114,313,c3f280f5e630326c1906c3fd1653543a,fcb
115,313,dafece434799f9d59fa901c34b793c7d,fcb
116,317,7ee48c198e370991a34cde75c7c32314,fcb
119,372,5792677fbbcd4b20faedab348e435279,fcb
120,372,dce33dd1e86fcd7160ed5a0ff73422ac,fcb
121,424,b27283ce4d7181e15900b34e759abde4,fcb
122,424,d497edd09f0d6aba9a8467538155eb14,fcb
123,436,8dd6c3eec0a5897b70d8e688d3de81d0,fcb
124,436,ec9d12359535275b31e99b67a0ed327f,fcb
125,475,5b36fbb5cf67b603f44fc2228af0218a,fcb
126,494,f2407df2854f370297147b5c4ed6a8d6,fcb
127,494,f7b10243bc4ae61146b7ff995c7972e6,fcb
130,669,97fe955b4a8cb5e8cb4e6e920aa9da6d,fcb
131,669,a8e5d185fc13ac02ff6e78dc094679c5,fcb
132,760,368639d7cb6961166017dd58eae2ac47,fcb
133,760,93ab3086d018826fe05fe83f5b2b27ff,fcb
134,903,4c2f237e4ca202ccfdc267c64eaf785e,fcb
135,1014,98a686beaa005bf6c8f4d08238289d07,fcb
136,1014,b80e6dc2c58ea5c3f659ffff15b4c967,fcb
137,1074,52e1e8ace1e262b8d44d2ee6a80719bc,fcb
138,1074,f6839136080826fcce5a96c9c294f25c,fcb
139,1360,50d9e6f52018b27bbbae38754d2ea4ef,fcb
148,36,4ea63e6d2a5a0ea011e8abdad564fadb,fcb
149,36,5543a143058bf25908a7db11c057f726,fcb
161,57,822aa6c6e293b6234ac2dd3610e0eaf3,fcb
166,63,b6b029e55c4f96a4092a4d02cbb8f8b8,fcb
167,63,fa482ff00b4846160d3ad1c23900f15e,fcb
176,72,0fde7a1a750f23c70a38a778b1657503,fcb
177,72,eee790f6d3c7c301c5ec7d14155a97ad,fcb
180,83,404bda1b199064724efef5872299313a,fcb
181,92,355864b311673634226216ec29214457,fcb
182,92,e7e1ccf245a89c564af22a5f0cbd2336,fcb
189,115,a372cb9db00a439c7fb0b717810f5088,fcb
190,115,cef3cdac43e27e487e4ebaee3f1f4124,fcb
191,120,202227457dd192d3197881377b6b7f9c,fcb
192,120,7b0d6cede632389bcefdecbdad8add39,fcb
204,140,3729b0e14bb1b881d5a7e4866fee69b1,fcb
205,140,db80b15e54f8e36ce3be97bdcd543688,fcb
208,151,92bf6537944609eeb30a9094f6e6a3a2,fcb
209,151,9a0207b23f78ce8728a8c1acf64416e6,fcb
210,166,0630650325b8d516707467f9ce32db0d,fcb
211,166,ec6ee55e4cefbc1e83a5fadea0fbdc07,fcb
212,169,4914c08c3a6929bbed10fc1a7b28d92b,fcb
215,170,3b314419f1753049f9092113c476a5b4,fcb
216,170,6c94fd057732ad5590f3d2a7416e1f8d,fcb
228,245,6a455c9d52f4e3b7090f68c6a36b4ad5,fcb
229,245,8b816d8f978140e8aede194cc3645991,fcb
234,344,7608e3ddb557c7f3f70d9ef9dfc6fab8,fcb
235,344,f3be76fd1822986f8815ca6006f1c94b,fcb
236,356,17651bdeeb855e4f7b4656aba7ec02c7,fcb
237,356,7329598de83aa4cba30814d1b9c2d0f7,fcb
245,422,5399d0e25584f878fdd7bbef67155845,fcb
246,422,9405ed2cab244073322d7ff10934f5a3,fcb
262,691,79a05ebbb7fe138e75e0f05a51c6cf4c,fcb
263,691,e928e5338a3ea0e0e73ea6d9ef2a9589,fcb
264,736,c2c3e73b6671997475b1eb8185e5e6d8,fcb
265,736,d8b742ad34803237e604b391b201201e,fcb
266,756,3f7c48601414711f9d701293708e17a0,fcb
267,756,8e2053403599632efd8950716445c346,fcb
269,945,158004f36ffe0bb86d1e06b47b7583f2,fcb
270,945,dca5ec1cb39c807f8e816a22ae3c4e5f,fcb
271,1065,a13530c69d9135ee9edc3ca8ceda356b,fcb
272,1131,05088b24dd213b7553cf551bca2a4906,fcb
273,1131,95b6f57e98218487e599c75cc17350c5,fcb
274,1134,8a7eb5158b51d7bcdc297b491906347e,fcb
275,1134,b0df3415cd2f5d4bf0d78b9af6978ae9,fcb
276,1143,79713bf83535d625f829157c082a1a4a,fcb
277,1143,f1d628f0aa1f6c74839caabe752386a6,fcb
278,1209,57890460dfe5926c20024863347d9d1d,fcb
279,1209,80dc08ce3e7681ffe66441dc3d3eaf31,fcb
280,1239,599288062af8d117ee66970ce1729356,fcb
281,1239,9c71cd45b18783d963c36ab273e1c2eb,fcb
282,1346,13363db11bc1499678b8cd88f1476f65,fcb
313,51,1bca190b178d219540d6ff4c8867dea3,fcb
314,51,56085302a552582b954479eef827d499,fcb
321,68,94120398de427b16f2ec31f185b72eb5,fcb
322,68,b7299f5f2471de9556341cafdeabab52,fcb
323,84,40f1c3f1b305c9a217e4613dda5fe6f9,fcb
324,84,6af674ab4d03f120df5b8d533dbfba29,fcb
335,104,9a65d7f667df1f3d30c00ebb59bb43f9,fcb
336,104,bac95c8fb349bcb7f92a85a3f57c08a9,fcb
337,111,b1f53a001c1900e37ef1071a367fc95b,fcb
338,111,e3b427f266d8e9c2378e57a9b2507e31,fcb
346,120,3a79881a8ccc3e2b876bbb7f95a57d77,fcb
347,120,4f2f35b698a6780115194c2f73762bf9,fcb
350,131,116ae81992e82044d3bc942b9ac6e9fd,fcb
351,131,93a722dd828c64c596d36f86edd72482,fcb
352,137,5fb56ce37a439067b9539a8d112d1a01,fcb
353,137,e69464d29edee748e3495be97bafe20e,fcb
359,158,ad98f6dbc6bb409ab4a00dd3626006ff,fcb
360,162,4e43a8f41176f5f2981445eb13e7fcbc,fcb
361,162,d068b7fbc5839d6d1315d95ce88c24ac,fcb
366,204,68104205c9af0b5cb07aacdf594ba216,fcb
367,204,c596c64c7cf5d4c2cdaa42a3139af1b5,fcb
369,206,fbb63248ea25a43810a720567a77b715,fcb
378,212,9998a4fe7585775b5b5fac75696a1ccc,fcb
383,250,2df8fce84ecca91f20883283f177a682,fcb
384,250,aaf3961ef15af564de22890df357e555,fcb
389,254,38bc48030081a627551bd409c81914db,fcb
390,254,73a9b8171fe45630b84ad75a07663828,fcb
403,294,a0d7beda98376b5a6f284daea48482a2,fcb
404,294,3822fdd04cac22e4a709b5d016673844,fcb
405,322,4fa991cc0d5e39a59157d73993b8c7ac,fcb
406,322,18fa8b01e6227f950fe43461aff868fa,fcb
411,359,22d82cd44691b6cc18012af43a32a39d,fcb
412,359,33ef30a1e8d630ca3e80005088945a4b,fcb
417,470,6807fae1ed3d488067ae193ec01db375,fcb
418,477,527198ae5c79874a5feefded1f48a76c,fcb
419,477,b7cbc7c01387305c732b6767c988f3af,fcb
422,580,809d9df1c1adb225a09c1053318df918,fcb
423,580,e178279647f847aa64c7fe4eef7eba03,fcb
433,655,90e4e93374ee95f213213658c2bf72c3,fcb
434,683,38437eee2d9c701de96336291632678f,fcb
435,683,e6d7a1d059817b81e9924cd15c91399b,fcb
436,694,0ff5d2c1e4d1f2abb970c81bbf93aff7,fcb
437,694,7b5bad529ef025686e8e057d89315614,fcb
438,694,a68b23068d3f1d2f0ba0dc3c41286e6f,fcb
439,733,72c242344003514a20389691f3f5976b,fcb
440,733,c181d3ff2b59a8f71034759790f76d1e,fcb
441,739,553823c1015abbcf506f1e7ae4bc91f5,fcb
442,739,d2b0b451b91c094e086459fe31202f9f,fcb
453,1064,8bfc0e0b19e79859ab46ce9850284e16,fcb
454,1071,549bf0391f49ccd275bd071856626552,fcb
459,1089,b7ae6713300665eed1ff45db94352ea7,fcb
470,1094,0c0e53750432c40bb4f59a18c3dea84c,fcb
471,1094,eba863f5303a116e3e406095cb9d9508,fcb
477,1386,7619fd0ecfdb66b52406fea99eae3862,fcb
478,1397,4bedc298952308cabad02a7fe33f3994,fcb
479,1397,51151469e9fe4a2bc526c9aa54ad7772,fcb
510,26,31b818f6b84cdfb659fe8928c4138272,fcb
516,36,b3e2e218e7943d0f1bfb2dda43cd1262,fcb
524,40,8c05d58d5592cd4ca68c9e318ce280d7,fcb
527,40,c6b40a134598dcb28b7835932910f147,fcb
533,56,68fd76a6b2da08e5dd8090d924d89977,fcb
534,56,722cb0d0166bee970f9ef07787900c9a,fcb
535,59,28dabfdba8c093d7b3f2fcda4f32016a,fcb
542,68,6dd4a19f5b682d9eda18733f53d7092c,fcb
543,68,8da6438814ae14ea9141c9bb025380c4,fcb
544,68,985a68778992a3e4701a26d4e955c8e2,fcb
563,153,4eeae1a8cb9fb50a217baf473580b6ae,fcb
564,153,db1de9b92055263c589c7085174ef753,fcb
574,207,a8ef0ddff31ed04f51819b8f2a530d4f,fcb
575,207,f04a6fa19bd695650c8b8072c25700f5,fcb
580,233,320e5f617e0557e33be8d59d27e96b9f,fcb
583,271,158451269c95aabc43bea3f0711dfebf,fcb
584,271,5d358e824d65a4dae55a6405dcf2eb3c,fcb
597,339,133dfe6c85a6eec4873fda81709b7915,fcb
598,339,2eb17d1c49b2fefb8b5d4ff02e94a58c,fcb
599,339,85d1d826f34b1d5fe7cb003081ce55ac,fcb
608,486,08ca7b2ca1c99db338517f8acbb587e7,fcb
609,486,a190c7f5e1672cc05575fe4f38ee9a40,fcb
618,593,fc53f23535a055df2118872da607402e,fcb
619,672,bd972527ccfbe1a07a49523b5a6fda82,fcb
620,736,0d8b35881738400a4e61689732dcbf16,fcb
621,736,b7f1eef0c460844150d177ad233ffe43,fcb
628,927,32f49f0290a36405089a877339db7a86,fcb
629,927,7a11d04211dcb976f11e9dc713979dd6,fcb
670,46,88b29681300b59bb728807e648a00200,fcb
671,46,e52c931bd3ff4c48f005f53ea0446d73,fcb
738,121,0b41f1fd622f9cb85d6836e86d04b9a0,fcb
746,291,4a6437d1bcc572460c8174938c15fa7c,fcb
747,291,93f1bffc4755be996f9415e3b21135e6,fcb
749,301,ee29a40e24efe81d9041099e19cbfb80,fcb
762,489,6b44fbea1b1bc434f70559d2da6cc867,fcb
763,489,fbe591f6bc04da62c8c2c4091bc7a63d,fcb
770,652,efaeb8eaa5de4ae84b4e622ca2a6dc52,fcb
814,52,0892c571768cea463ae1e0b4b4f12efa,fcb
827,60,53db53068c3b108d77149d6c571a626c,fcb
828,60,f67ae7838a8a1ab050c5d7e726233ad6,fcb
882,138,07519e983f9c1f1f3243bd37defb96d8,fcb
890,207,0266172c87f12a087d9b28d7765536c9,fcb
891,207,1c11f6b2917f3147b68fad5583c6f64e,fcb
892,229,19917527ce90725490278b5d692b3180,fcb
893,229,c94bb713f0f0a7fb4aede620b334f639,fcb
894,229,eccab81831e185f3e79d857c78357b1b,fcb
897,253,0c2ea39b45b026dafef06e4330b3401c,fcb
898,253,d4621771c841f8adb3358c9bc1f16e2d,fcb
925,424,5b96a4f51fc6e80316514d9ae45ec138,fcb
929,450,9b34193e368c0b91ccfa1c9b9435f022,fcb
934,477,3712ea2e83a781fb3c957086105f7aed,fcb
935,477,8ebac4595ceb12e3ee72936d30dd9393,fcb
938,508,8b1fdb76a69a1374a5f3ebc5b2c200a9,fcb
943,661,9dab5a34d5956cad7b1a2e84a82894f6,fcb
944,661,b3a2afbd156103526660b115848a4309,fcb
1083,353,027953d0de069eda5f4c89e25e4ad31d,fcb
1088,385,632558826bfd52c2d2dc71960ff98ebd,fcb
1090,385,f1334c73bc4de9edc64867ab7c7e621a,fcb
1097,637,4429e1f9da06e993faefae06202fdbc4,fcb
1102,932,4a144584c6ea0f18c271056fdb46d391,fcb
1107,1158,149ee5d6fc08ae47c956b18e1ebd9fd8,fcb
1108,1158,b08489bd52fd5643c1b0f5bb83842765,fcb
1176,74,d38a95be5faf93078b4eb3d40ce3544f,fcb
1177,74,f6332c53786081d09f0baeeb7245a5c9,fcb
1180,75,0ae1ef65dce4282c536bd732664a4dce,fcb
1181,75,70f8eb28eb616a407728fcb6c56700d0,fcb
1204,148,7c8258b507554289f2bf9d92c254bfb3,fcb
1225,189,e3573fad7918929623e395371883665e,fcb
1229,239,ac88f530f29a482b2dcbecf6a8f242ca,fcb
1239,378,6fb0b3650a55fd343d755ba472ac6a94,fcb
1240,378,e28bd6691505a1f39661e4f1f6742955,fcb
1274,651,ad0ec4c943bcd97388f09c2d5ef15aa8,fcb
1275,651,c205287a2cb173b53ee17003a1d80abd,fcb
1276,731,6fa6995b1b27599b498d69b8353260ab,fcb
1277,731,a87c440488327c7ead62086fe5d8b882,fcb
1279,747,494ea9701fbab59edac31bef79aa774a,fcb
1280,747,e22cd0ae406c7855cafa0be8ca220f50,fcb
1292,1157,9b954471f11c762f4fe8db0dec76148a,fcb
1296,1236,1fbae24dfaae0c455f5d2ceb52cdc3c5,fcb
1297,1236,d2934c8ffedb306fd502b97eaded5ed2,fcb
1302,1401,5115badd1fd9e74d45934491e5b83fe3,fcb
1303,1401,e243c32652189074ee0abb09dd0700a5,fcb
1380,100,0c55f0c8df5671adc10e4e9f9948954b,fcb
1381,100,8c4b7dde591136d692eb09155d5fe407,fcb
1457,857,aa4ebe610a5142e95bef2ecbe5ad5fad,fcb
1458,857,c0a1c0aef3f95a557a03e6138992f336,fcb
1463,962,5c2e80dec87f278f632682b743a2afa7,fcb
1535,66,3f01be88adb1c243af288148c0858af7,fcb
1536,66,77e725e3d186ca36aebeb3f7d3468501,fcb
1578,277,1a6b5f1ff57ab20468662470fb24195e,fcb
1579,277,4571eabae222510bbad60861b660e666,fcb
1580,302,29025c1d1b143f33482aac52547bedc9,fcb
1581,302,469dfbe5d07c905d3b241c78204cef2a,fcb
1582,302,06a76a2c70e3d3133df5c0a41483596e,fcb
1637,825,41abb7f7bf56c0f2b009a6b914b51e99,fcb
1739,167,a4fea3dd24a81883c8f49ff2811c6172,fcb
1740,167,b85e0170cb17f05f66db10074febc47e,fcb
1747,188,164291332fa967d9454e5214605ab5d6,fcb
1748,188,53f2b3687b1ce4c445b6465c38a3d61e,fcb
1749,188,d0b85d78d379d1df3dbefce8171a3732,fcb
1768,387,db5a852885c05461faf6914ca0b8037c,fcb
1772,488,1b648576c85408f87fe35791a292401a,fcb
1773,488,c9e249d2e45c95f56abb36a0331ba571,fcb
1789,1330,e87ec2716a927dfa6a7f5e506b21cbe7,fcb
1919,987,e5c1f14f2e77ffe9836b9a0fc49cf969,fcb
2037,537,0d757e83c56d82842075e1f8457b6645,fcb
2038,537,ec681a782c2068a9fee55f26bfbc061c,fcb
2045,678,0086411001b77b518a52732cf5ebe88c,fcb
2061,871,37fb5cbebc07a3642bd1691253f165ec,fcb
2062,871,d30f28819c52c0b54c38623b77a35f77,fcb
2111,74,9e9ba66778de27e17456782e624e7d2b,fcb
2112,74,f0044755d4840b749f2ba1e424e85ebd,fcb
2145,161,877b075db7ff9fe1d8584ef6445d3cf9,fcb
2146,161,d26c60eecdd28bfa81baf987534f78b4,fcb
2147,161,dd70071a87b9baa3e3379a24fa2c9f62,fcb
2177,258,638d69dd27d01280096cba48b8ae13ea,fcb
2181,296,fe93470026141aff515b81c6bac0ff14,fcb
2200,747,10c1d4efc9a1fb7d004122b12707e2b0,fcb
2201,747,cbb146f1c9166120fa799f27abe1adc8,fcb
2287,173,01e24fcdcf5bb44af77f4daaae534a02,fcb
2288,173,9308620905bbf4f6c9cc971d61f0cd99,fcb
2334,1048,5c117b2307e2415cfe716927bac06653,fcb
2335,1401,2f2dc9a5fe411d0c90418a807d7f4e90,fcb
2336,1401,ff68e48ee5e730923769111f47967fe2,fcb
2376,37,3e39b4419bb3481e535ae5aa1edbc1ae,fcb
2377,37,df2e9ad2aeddaf4d9eaff65247e4555f,fcb
2378,37,f9fa9e3aea37a0a85a73bb43d4caa27a,fcb
2387,51,04fbb1bf3c8f9a68ebb8d41d74621b1c,fcb
2388,51,bc2a78e0a29a73e77c0586fcea730a4a,fcb
2444,272,94977f0ed75a9d33f3bbf6e29f540022,fcb
2445,272,d310160d15b453a3fa494d9cd37defd8,fcb
2481,1325,83f44c7553aaf642fef76716ed08d91a,fcb
2482,1325,3483069091be07f0762c3f0144afc867,fcb
2513,52,55bd7a88acfb975c9dcf9b1a396a35f6,fcb
2527,69,e03c37eb101b4fba7ea6ef2b63aec32d,fcb
2579,164,d76d66f367618e4ac319364e5b437cf0,fcb
2619,789,ca430c6c70a1b94e6f87aa53cbfa6c64,fcb
2637,994,078de50e925b366c3231d340b63fbcaf,fcb
2638,994,9a662c235e726ec13716b5978a22b0c9,fcb
2752,241,3ec735bd02ab51eea0daf46751361226,fcb
2753,241,a56893ec1f8c21f89b3304917e98e3b2,fcb
2791,1001,eb253ba6a4fa0a250e8cf39e3e747dbc,fcb
2796,1022,7f9d1be728da4bab8350d5c0e99c9346,fcb
2803,1296,8bcf9d44ad71ca7a6788bde085af00a0,fcb
2804,1296,e91ff05198f3089d69a9d32980fc4b80,fcb
2890,183,cdc0d9c1909b1f3db170905bcaeabfe3,fcb
2997,95,f40d101b1767692638ee4317dd2d8b83,fcb
0,7,82a52b099b0cb44ccb2ec4868c8c055f,fca
1,7,8e3b5edd63978d4a20e0ae0d181fcd60,fca
3,17,6128f51c6c406ea6fb7c22ab72995672,fca
4,17,cba4c4a26a9acbe4942b5a0f31f84451,fca
5,17,ab82a35ef635651378049cee2e629e6a,fca
6,17,c7d2cebfec5264147deaa0c4941e6db3,fca
7,17,85d525a5ed697ac02f7bf45f82035839,fca
8,17,b684b91573dd0c7ddc4935ec8f3ba6a3,fca
9,18,0646f8dc98605131cbd13c096e45cad3,fca
10,18,e962321310000bd8f0df569f7feedb44,fca
11,19,38437eee2d9c701de96336291632678f,fca
12,19,e6d7a1d059817b81e9924cd15c91399b,fca
13,22,76963e8d3021a3a3740288656624dc7e,fca
14,22,e0c7e593bb81a6ff05eb77f65af7cc7c,fca
15,22,32792956b9c80ab5079b134198ca61b8,fca
16,22,5130600714e96c95bd2bccd69d07f496,fca
17,22,6cd47e5aebb4297df5acaba2b6b80a23,fca
18,22,884ec7d3390930225f967542efadb816,fca
19,22,036970cadbf3539a826ad22b62f77d20,fca
20,22,0ab214692ecb89468e279d02fe53320c,fca
21,25,3b34085a6c59f7df3b1f34b996a4eacc,fca
22,25,96f96aaa3e6be22754adfddb27164944,fca
23,26,20342dca7c121d150537a553601f2cff,fca
24,26,7eb8a033fb93be1a166b929b057f47e8,fca
25,30,217e3f6c0ab4aacc1417e41707b79cd2,fca
26,30,d68ef8a660bb62fd4346463a27e8b6bb,fca
27,34,01b500657eb3eed1b45b5347a3832f6e,fca
28,34,db49e5091659cea81ceb888e9e82108b,fca
29,34,51ea19cf3cdd0032322d439a97abf293,fca
30,34,64f3eee2c7b2e4594b050aa702a3f154,fca
31,36,78c5fe1e9fea41710ccf42d74a3642be,fca
32,36,8590b2ad25e44c36b8c6d6080ee36a39,fca
33,39,98a686beaa005bf6c8f4d08238289d07,fca
34,39,b80e6dc2c58ea5c3f659ffff15b4c967,fca
35,41,87aaa85249fb7e63506af5d72c3f26c5,fca
36,41,c66b2c326db349ab6561d6b782d2ab8f,fca
37,43,0c22f5df8527d37af8fb39cf84536a5f,fca
38,43,eb5d682f5a89e229ebd2b7426817c68a,fca
39,44,7955604df67ffcf65427a58682b0f595,fca
40,44,d1121efa09a3fdc4bd286ad890ebdcc3,fca
41,54,8b389ba44aa3acfc7a830079d7223d26,fca
42,54,9ca6690d16f1085e43e3fa570dddb4d6,fca
43,58,50b003deb4b331c44241db4cea752ee4,fca
44,58,7dd30d6c4aa394cae217d6922a082550,fca
47,67,553da1631e4644a8233d72607b76b023,fca
48,67,c23d49d464482eb996d08f509d802321,fca
49,80,320e5f617e0557e33be8d59d27e96b9f,fca
52,80,fc53f23535a055df2118872da607402e,fca
53,94,404bda1b199064724efef5872299313a,fca
54,94,822aa6c6e293b6234ac2dd3610e0eaf3,fca
55,98,5dbd59db9fbfa619db19e3ee161ea098,fca
56,98,c764e6a661b1693be2e3fb7b9e59345a,fca
57,114,29c9bea4133ee9c945c5692f13ce2abb,fca
58,114,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,fca
59,115,4a436bc2ae0b651b32668457aab5f28a,fca
60,115,a5405891c81691e1eec2684d72a85f21,fca
61,116,72c242344003514a20389691f3f5976b,fca
62,116,c181d3ff2b59a8f71034759790f76d1e,fca
63,118,202227457dd192d3197881377b6b7f9c,fca
64,118,7b0d6cede632389bcefdecbdad8add39,fca
65,126,5b36fbb5cf67b603f44fc2228af0218a,fca
66,134,31fdadb70cea93ae8e5fc42f7429577c,fca
67,134,3eb5851e990e6e543e3861801339bdd6,fca
68,134,f0f342bb14e9e6e68dd08d6238202490,fca
69,134,5792677fbbcd4b20faedab348e435279,fca
70,134,dce33dd1e86fcd7160ed5a0ff73422ac,fca
71,145,18fa8b01e6227f950fe43461aff868fa,fca
72,169,3b314419f1753049f9092113c476a5b4,fca
73,169,6c94fd057732ad5590f3d2a7416e1f8d,fca
74,183,0c809dc479e32efbbfe3e1e2e8f86045,fca
75,183,f51ba2c3a608d38078af9e8834755d7a,fca
76,193,0c0e53750432c40bb4f59a18c3dea84c,fca
77,193,eba863f5303a116e3e406095cb9d9508,fca
78,219,793cbea48129d503b4621bbf44e32202,fca
79,219,8c375199153e81af054398d83471f1ba,fca
