,Unnamed: 0,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
10,11,2901,3833087452,fairfuzz-0-exid1,fairfuzz,19867,ead1583aae890e54a890fd4dab2885a020516e897cd2d4b0218db9e1dcd12eb4,crash,11,allocator,a1b560744ee1ea725f93e162bb5dbfb0,asan,fca,mp42aac
11,2,3543,2097993625,symcc-0-exid1,symcc,30154,c44f33dc677f80c7c7f40fc914e00b2162d0e34f79810aa718cfe32aa7b89556,crash,2,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
12,12,4024,1226903879,mopt-0-exid1,mopt,32171,9576bea036f8b00b65072b4b6d130d288e1d9e84bcc0af4ae6dd59e3365894ac,crash,12,SEGV,d89e5ea71af7c234a501bbc3fbb50212,asan,fca,mp42aac
13,10,4420,1226903879,mopt-0-exid1,mopt,37825,bee748ef241f42cedace0bff8195dee23548223ff8f432387912f09140a40391,crash,10,SEGV,e6c4886679978b89805264b2f286fca5,asan,fca,mp42aac
14,3,4512,1226903879,mopt-0-exid1,mopt,40561,d0b4e01de0d42155b93a181d23e08839680415305e71166aa6eee6a0359ccca2,crash,3,heap-buffer-overflow,f2e26da42876d7fdc72ff5e32c975ab7,asan,fca,mp42aac
15,7,3241,353965269,symcc-0-exid3,symcc,18509,f50ea5212e6735af34f376464f74e876ddbfc12e623fd474e066ea5b093cceee,crash,7,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
16,19,3667,1737061581,mopt-0-exid3,mopt,19509,7775d8ac91a12dde7e43f832665364b644542c2ed1c88d24e522f6d1ac103126,crash,19,heap-buffer-overflow,3455c94f5911948817c1682bc761b386,asan,fca,mp42aac
17,3,3688,1737061581,mopt-0-exid3,mopt,19915,4e735ac08c0d0e89ea84da928cfb705dd143e020a6bda3a1058793891662292d,crash,3,heap-buffer-overflow,f2e26da42876d7fdc72ff5e32c975ab7,asan,fca,mp42aac
18,2,3806,353965269,symcc-0-exid3,symcc,20171,6c6f051b5065b5d4e6707e6e3e8e839fac0539402431bcd2c61f96abac262731,crash,2,heap-buffer-overflow,cf8259252433e737ae31d3e894fde531,asan,fca,mp42aac
19,23,3857,353965269,symcc-0-exid3,symcc,20369,1177dcc88d361cfe40b27152625e319ab5e8342bd2aa15d25bad15d8fb6a2e77,crash,23,SEGV,e6c4886679978b89805264b2f286fca5,asan,fca,mp42aac
20,18,4971,1737061581,mopt-0-exid3,mopt,49915,83999148c8bbd9f9d09e4b152c4c99d0083aa51bc2c9569b4a09b68a9a22c80d,crash,18,SEGV,d89e5ea71af7c234a501bbc3fbb50212,asan,fca,mp42aac
21,4,5249,1737061581,mopt-0-exid3,mopt,65027,4739f893a5dc0fefb49ea96a89a05ba893ee4abe36ab823d79e51a947453abf1,crash,4,heap-buffer-overflow,4094935f26dfd9940c6e8ef55aadaaff,asan,fca,mp42aac
22,5,1168,2929707837,aflplusplus-0-exid0,aflplusplus,1850,e84fee2680d4affba633535cc995b107e108f56e05daf3d171e577ca8f666d22,crash,5,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
23,9,3654,469130883,symcc-0-exid0,symcc,17622,faed4954cd36032ceefe87bd6072a45dcedc573b5d21f111e1569b8e3d3a5c1b,crash,9,heap-buffer-overflow,592fca583cd3464b1dd6edc98ed7cca7,asan,fca,mp42aac
24,8,3816,3572064018,mopt-0-exid0,mopt,19049,cc54397047f458b5e8dc62ec83f646a276e4dcc5b8f01c91e89cd5af3bcf9bfe,crash,8,heap-buffer-overflow,4094935f26dfd9940c6e8ef55aadaaff,asan,fca,mp42aac
25,4,4581,2387712004,fairfuzz-0-exid0,fairfuzz,37930,b3851d81f7d2f31e193566c5fa8b545becdb990c0da25c8c7646a80735539fc8,crash,4,SEGV,9419f91b38edd367d90296ecfee742e2,asan,fca,mp42aac
26,3,5492,3572064018,mopt-0-exid0,mopt,82980,689752af45bcbaedfcc865ecfb357882844664021a1fc86d8d9fd64223bc6ee6,crash,3,heap-buffer-overflow,3455c94f5911948817c1682bc761b386,asan,fca,mp42aac
27,4,1108,1777036929,aflplusplus-0-exid1,aflplusplus,1840,b8388d045544b72a693c9686092507e8012b4f6868183dbf2dee3087c8d65c8c,crash,4,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
28,3,3776,1402975515,fairfuzz-0-exid1,fairfuzz,26707,316930fb637f32214d64f5daa4890c7e84480dc2679d28f7357df26e3e11571b,crash,3,SEGV,9419f91b38edd367d90296ecfee742e2,asan,fca,mp42aac
29,2,4412,2654702330,symcc-0-exid1,symcc,49676,b116db166aa8bb5f373f4b382a504ea9e8bf17181d52130a550e710cf78470f6,crash,2,heap-buffer-overflow,592fca583cd3464b1dd6edc98ed7cca7,asan,fca,mp42aac
30,8,4506,883973178,mopt-0-exid1,mopt,50277,7f1474bfaaa9c8723e6982f30d2e2172367ef91e1198725add31226047a65ce7,crash,8,heap-buffer-overflow,cf8259252433e737ae31d3e894fde531,asan,fca,mp42aac
31,10,5159,1402975515,fairfuzz-0-exid1,fairfuzz,73531,03d3e6ecca02790c8e8919d2464a7349f6ce2102210661c3a39787c101f1acb7,crash,10,heap-buffer-overflow,b5a1b4efcb6f97ef399405fa0d9684a9,asan,fca,mp42aac
32,6,3626,926212772,symcc-0-exid3,symcc,30200,3b5c47a8bdd4298174263d1e1b24c12c2b273ee889e106804c891827528bdca9,crash,6,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
33,4,3938,888406362,mopt-0-exid3,mopt,37557,2aca9741247feee746b177b9eaba318f203397be85ddf888eb45f0b8ed363d87,crash,4,SEGV,d89e5ea71af7c234a501bbc3fbb50212,asan,fca,mp42aac
34,2,4043,888406362,mopt-0-exid3,mopt,39996,0c6ab64ca028d96b067e89e59dca95ffb979c46042ca3b8d88a0601a61c37b68,crash,2,heap-buffer-overflow,592fca583cd3464b1dd6edc98ed7cca7,asan,fca,mp42aac
35,5,4349,888406362,mopt-0-exid3,mopt,79260,b048f89f4987493a493c4c82732e3babdecc74be6a9cfbcdf3c1cfae47d7f6d6,crash,5,heap-buffer-overflow,3455c94f5911948817c1682bc761b386,asan,fca,mp42aac
36,1,3549,922149135,fairfuzz-0-exid4,fairfuzz,43845,9cebae5f1a761aabd602b80ebe92162ed76d253adc9f91b0c86c1ed02c1198f0,crash,1,allocator,a1b560744ee1ea725f93e162bb5dbfb0,asan,fca,mp42aac
37,8,1299,3386412524,aflplusplus-0-exid0,aflplusplus,1779,bac455563a84cab1f6bf668394c807dd969296d7428c7933f5c8bde944c7afb6,crash,8,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
38,6,3881,3876611572,mopt-0-exid0,mopt,21013,d22f5283b81c1306037034741c9c6b0a5a2282e427a0e179c71dfc24a487d23f,crash,6,heap-buffer-overflow,f2e26da42876d7fdc72ff5e32c975ab7,asan,fca,mp42aac
39,9,4853,2232028374,symcc-0-exid0,symcc,43946,ac766901807421931fe66bd3a7b284eed97fc1cbe76b8501a40b5ef8aea086cb,crash,9,SEGV,d89e5ea71af7c234a501bbc3fbb50212,asan,fca,mp42aac
40,5,4954,3876611572,mopt-0-exid0,mopt,44593,ce914c147e15103a2dd6bc84cf5b69391b3a5c9cd680e4d9522155e3d6748523,crash,5,heap-buffer-overflow,cf8259252433e737ae31d3e894fde531,asan,fca,mp42aac
41,4,5766,2232028374,symcc-0-exid0,symcc,85238,e9989a1eebcdfa8febb7ada1e69f9756ea8c524414c329922dc8f28919cbe6d4,crash,4,heap-buffer-overflow,592fca583cd3464b1dd6edc98ed7cca7,asan,fca,mp42aac
42,10,4090,695828272,mopt-0-exid3,mopt,31825,5e1e6f2d3499abd2202c6395ebb12f14f6375ebf73be4fd16018b113dd4a05aa,crash,10,heap-buffer-overflow,3455c94f5911948817c1682bc761b386,asan,fca,mp42aac
43,3,4552,695828272,mopt-0-exid3,mopt,36611,3fab3f94b830168634d36e66396559c3698d8274bcfc9ef7d1f388c562b1ffdb,crash,3,heap-buffer-overflow,fbe1ad27f36080a52b2e31a4b2d35a43,asan,fca,mp42aac
44,2,4553,695828272,mopt-0-exid3,mopt,36611,b4b8edee02029c409739b60328e8b45f4d4049b2e9aff6ec60f04fb61f978c5d,crash,2,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan,fca,mp42aac
45,1,4596,695828272,mopt-0-exid3,mopt,38240,e6e123e9ece6f6493876acf7e3e8f9bcea0ef6307b107669d8c83853ad255f38,crash,1,SEGV,e6c4886679978b89805264b2f286fca5,asan,fca,mp42aac
46,13,4597,695828272,mopt-0-exid3,mopt,38240,13123164111fa941eca2807ad27a176bb77512a4d788a20044fddf0bd4edb43b,crash,13,heap-buffer-overflow,cf8259252433e737ae31d3e894fde531,asan,fca,mp42aac
47,7,4606,695828272,mopt-0-exid3,mopt,38248,3c60c21c6adc9369a761149dd9f732a1efdb27fcc127b8ddcbb06a6ec2dbb3db,crash,7,heap-buffer-overflow,592fca583cd3464b1dd6edc98ed7cca7,asan,fca,mp42aac
48,4,4665,695828272,mopt-0-exid3,mopt,38521,fa904b97b314f5b21e89d8a02455b61fceaf10d6a87cfbba7ee18ab57f12bd98,crash,4,SEGV,d89e5ea71af7c234a501bbc3fbb50212,asan,fca,mp42aac
49,5,5326,695828272,mopt-0-exid3,mopt,68752,9f1cf7dc50b8ade4421e2367e1b91358d5ecc83d1ee004ce8cbce32e4fda562b,crash,5,heap-buffer-overflow,f2e26da42876d7fdc72ff5e32c975ab7,asan,fca,mp42aac
