,Unnamed: 0,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
10,6,5607,369370524,aflplusplus-0-exid0,aflplusplus,7424,b22160cbf79ad45303cf56fca3a871e39b83037edae8dd1d60479c6cdb80e1f5,crash,6,SEGV,087664914f7c2d0d3309ea7f88757b6f,ubsan,fca,libpng
11,4,5607,369370524,aflplusplus-0-exid0,aflplusplus,7424,b22160cbf79ad45303cf56fca3a871e39b83037edae8dd1d60479c6cdb80e1f5,crash,4,SEGV,314b2ae3f91250c4ec8955f5f6d8d722,tsan,fca,libpng
12,2,7761,985628209,symcc-0-exid0,symcc,26695,7f2c11eaaac946816afdf543ecc3c31d60946b533dee36c820b7b78e5776f6b9,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
13,3,7761,985628209,symcc-0-exid0,symcc,26695,7f2c11eaaac946816afdf543ecc3c31d60946b533dee36c820b7b78e5776f6b9,crash,3,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
14,5,7761,985628209,symcc-0-exid0,symcc,26695,7f2c11eaaac946816afdf543ecc3c31d60946b533dee36c820b7b78e5776f6b9,crash,5,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
15,1,7412,370241736,symcc-0-exid1,symcc,18316,98ec400c77c929805b95490e6d69a74553d1534e0aedbfa48096c132b351a030,crash,1,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
16,2,7412,370241736,symcc-0-exid1,symcc,18316,98ec400c77c929805b95490e6d69a74553d1534e0aedbfa48096c132b351a030,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
17,3,7412,370241736,symcc-0-exid1,symcc,18316,98ec400c77c929805b95490e6d69a74553d1534e0aedbfa48096c132b351a030,crash,3,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
18,1,4890,1245935244,aflplusplus-0-exid4,aflplusplus,3804,a40732bb1985362cca2a03d2f66129191563cab3f97d742907c0dc2f78073333,crash,1,SEGV,087664914f7c2d0d3309ea7f88757b6f,asan,fca,libpng
19,26,4890,1245935244,aflplusplus-0-exid4,aflplusplus,3804,a40732bb1985362cca2a03d2f66129191563cab3f97d742907c0dc2f78073333,crash,26,SEGV,087664914f7c2d0d3309ea7f88757b6f,ubsan,fca,libpng
20,14,4890,1245935244,aflplusplus-0-exid4,aflplusplus,3804,a40732bb1985362cca2a03d2f66129191563cab3f97d742907c0dc2f78073333,crash,14,SEGV,314b2ae3f91250c4ec8955f5f6d8d722,tsan,fca,libpng
21,13,10038,1761891722,fairfuzz-0-exid4,fairfuzz,80851,a242038ce9f625658d2ad5c866e3d38707218877a5dbce7e3a8606007644fc7d,crash,13,SEGV,087664914f7c2d0d3309ea7f88757b6f,msan,fca,libpng
22,1,9103,1179893238,fairfuzz-0-exid0,fairfuzz,77105,c608d31543aa98eefab9a16b638b3cc2d379287817ef8cc47650a3aacc2611dd,crash,1,SEGV,087664914f7c2d0d3309ea7f88757b6f,asan,fca,libpng
23,3,9103,1179893238,fairfuzz-0-exid0,fairfuzz,77105,c608d31543aa98eefab9a16b638b3cc2d379287817ef8cc47650a3aacc2611dd,crash,3,SEGV,087664914f7c2d0d3309ea7f88757b6f,ubsan,fca,libpng
24,2,9103,1179893238,fairfuzz-0-exid0,fairfuzz,77105,c608d31543aa98eefab9a16b638b3cc2d379287817ef8cc47650a3aacc2611dd,crash,2,SEGV,314b2ae3f91250c4ec8955f5f6d8d722,tsan,fca,libpng
25,1,8771,690071106,symcc-0-exid1,symcc,60704,1e159cab9ae77e8c4e8eaef40954ad817725149b2209230c32e86f98d886aea1,crash,1,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
26,2,8771,690071106,symcc-0-exid1,symcc,60704,1e159cab9ae77e8c4e8eaef40954ad817725149b2209230c32e86f98d886aea1,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
27,3,8771,690071106,symcc-0-exid1,symcc,60704,1e159cab9ae77e8c4e8eaef40954ad817725149b2209230c32e86f98d886aea1,crash,3,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
28,1,8450,1723271060,symcc-0-exid3,symcc,42280,2738e7f0bb3b5a3960eb04ebb850ab871a60c8d7b19324273f6be4508551d11f,crash,1,SEGV,087664914f7c2d0d3309ea7f88757b6f,asan,fca,libpng
29,8,8450,1723271060,symcc-0-exid3,symcc,42280,2738e7f0bb3b5a3960eb04ebb850ab871a60c8d7b19324273f6be4508551d11f,crash,8,SEGV,087664914f7c2d0d3309ea7f88757b6f,ubsan,fca,libpng
30,5,8450,1723271060,symcc-0-exid3,symcc,42280,2738e7f0bb3b5a3960eb04ebb850ab871a60c8d7b19324273f6be4508551d11f,crash,5,SEGV,314b2ae3f91250c4ec8955f5f6d8d722,tsan,fca,libpng
31,2,9429,1723271060,symcc-0-exid3,symcc,69863,ef7763d4114fbdd901b7278a4d9dfc19c134e96620f30a2750c1842ebe6ceeaa,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
32,4,9429,1723271060,symcc-0-exid3,symcc,69863,ef7763d4114fbdd901b7278a4d9dfc19c134e96620f30a2750c1842ebe6ceeaa,crash,4,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
33,6,9429,1723271060,symcc-0-exid3,symcc,69863,ef7763d4114fbdd901b7278a4d9dfc19c134e96620f30a2750c1842ebe6ceeaa,crash,6,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
34,1,6222,2723911603,symcc-0-exid4,symcc,10957,536cbb62592a429eb433c72d74c52ecad0a9d3b1b01b86142fa9bfbaa0b95f24,crash,1,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
35,2,6222,2723911603,symcc-0-exid4,symcc,10957,536cbb62592a429eb433c72d74c52ecad0a9d3b1b01b86142fa9bfbaa0b95f24,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
36,3,6222,2723911603,symcc-0-exid4,symcc,10957,536cbb62592a429eb433c72d74c52ecad0a9d3b1b01b86142fa9bfbaa0b95f24,crash,3,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
37,1,9309,1988435533,symcc-0-exid0,symcc,55282,effec1a99e6812f7849c881f95660bb6156dc4692bb01766f5b9b2f78930cbdf,crash,1,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
38,2,9309,1988435533,symcc-0-exid0,symcc,55282,effec1a99e6812f7849c881f95660bb6156dc4692bb01766f5b9b2f78930cbdf,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
39,3,9309,1988435533,symcc-0-exid0,symcc,55282,effec1a99e6812f7849c881f95660bb6156dc4692bb01766f5b9b2f78930cbdf,crash,3,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
40,1,6660,3950187252,symcc-0-exid1,symcc,11587,b1ea16d195761af5390228ffc233a728cabd1dbe6086f2046263a6e9725a1b57,crash,1,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,asan,fca,libpng
41,2,6660,3950187252,symcc-0-exid1,symcc,11587,b1ea16d195761af5390228ffc233a728cabd1dbe6086f2046263a6e9725a1b57,crash,2,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,msan,fca,libpng
42,3,6660,3950187252,symcc-0-exid1,symcc,11587,b1ea16d195761af5390228ffc233a728cabd1dbe6086f2046263a6e9725a1b57,crash,3,FPE,75f6dffe3b4d18f4e5c4404ad77242d8,tsan,fca,libpng
