,fuzzer,edge,fuzzer_combination,benchmark
6139,aflplusplus-0,115966-115988,fca,mp42aac
6152,aflplusplus-0,116040-116078,fca,mp42aac
6154,aflplusplus-0,116045-116050,fca,mp42aac
6155,aflplusplus-0,116050-116053,fca,mp42aac
6158,aflplusplus-0,116053-116088,fca,mp42aac
6164,aflplusplus-0,116082-116086,fca,mp42aac
6171,aflplusplus-0,116095-116111,fca,mp42aac
6177,aflplusplus-0,116118-116121,fca,mp42aac
6186,aflplusplus-0,116185-116194,fca,mp42aac
6189,aflplusplus-0,116233-116248,fca,mp42aac
6193,aflplusplus-0,116233-116251,fca,mp42aac
6196,aflplusplus-0,116248-116327,fca,mp42aac
6208,aflplusplus-0,116632-116645,fca,mp42aac
6212,aflplusplus-0,116645-116683,fca,mp42aac
6216,aflplusplus-0,116656-116661,fca,mp42aac
6220,aflplusplus-0,116661-116683,fca,mp42aac
6224,aflplusplus-0,116920-116933,fca,mp42aac
6228,aflplusplus-0,116933-116971,fca,mp42aac
6232,aflplusplus-0,116936-116941,fca,mp42aac
6239,aflplusplus-0,116944-116949,fca,mp42aac
6243,aflplusplus-0,116949-116971,fca,mp42aac
6247,aflplusplus-0,1170-1228,fca,mp42aac
6251,aflplusplus-0,117013-117022,fca,mp42aac
6255,aflplusplus-0,117022-117039,fca,mp42aac
6259,aflplusplus-0,117065-117070,fca,mp42aac
6263,aflplusplus-0,117070-117074,fca,mp42aac
6267,aflplusplus-0,117074-117077,fca,mp42aac
6271,aflplusplus-0,117077-117115,fca,mp42aac
6275,aflplusplus-0,117188-117206,fca,mp42aac
6276,aflplusplus-0,117202-117206,fca,mp42aac
6278,aflplusplus-0,117331-117344,fca,mp42aac
6282,aflplusplus-0,117331-117347,fca,mp42aac
6286,aflplusplus-0,117344-117382,fca,mp42aac
6290,aflplusplus-0,117347-117355,fca,mp42aac
6294,aflplusplus-0,117355-117360,fca,mp42aac
6298,aflplusplus-0,117355-117363,fca,mp42aac
6302,aflplusplus-0,117360-117382,fca,mp42aac
6306,aflplusplus-0,117363-117371,fca,mp42aac
6310,aflplusplus-0,117371-117382,fca,mp42aac
6314,aflplusplus-0,117660-117683,fca,mp42aac
6316,aflplusplus-0,117683-117686,fca,mp42aac
6320,aflplusplus-0,117688-117817,fca,mp42aac
6326,aflplusplus-0,117744-117746,fca,mp42aac
6327,aflplusplus-0,117746-117755,fca,mp42aac
6331,aflplusplus-0,117755-117826,fca,mp42aac
6335,aflplusplus-0,117817-117826,fca,mp42aac
6339,aflplusplus-0,118-194,fca,mp42aac
6345,aflplusplus-0,118214-118227,fca,mp42aac
6349,aflplusplus-0,118227-118265,fca,mp42aac
6354,aflplusplus-0,118238-118243,fca,mp42aac
6358,aflplusplus-0,118243-118265,fca,mp42aac
6362,aflplusplus-0,118332-118340,fca,mp42aac
6366,aflplusplus-0,118332-118350,fca,mp42aac
6367,aflplusplus-0,118340-118510,fca,mp42aac
6372,aflplusplus-0,118371-118375,fca,mp42aac
6384,aflplusplus-0,118435-118442,fca,mp42aac
6391,aflplusplus-0,118540-118555,fca,mp42aac
6395,aflplusplus-0,118555-118634,fca,mp42aac
6399,aflplusplus-0,118592-118603,fca,mp42aac
6402,aflplusplus-0,118809-118814,fca,mp42aac
6409,aflplusplus-0,118814-118875,fca,mp42aac
6413,aflplusplus-0,118817-118827,fca,mp42aac
6414,aflplusplus-0,118817-118832,fca,mp42aac
6415,aflplusplus-0,118827-118832,fca,mp42aac
6418,aflplusplus-0,118832-118834,fca,mp42aac
6422,aflplusplus-0,118834-118840,fca,mp42aac
6426,aflplusplus-0,118840-118849,fca,mp42aac
6430,aflplusplus-0,118849-118852,fca,mp42aac
6433,aflplusplus-0,118849-118872,fca,mp42aac
6439,aflplusplus-0,118852-118867,fca,mp42aac
6443,aflplusplus-0,118861-118875,fca,mp42aac
6446,aflplusplus-0,118867-118834,fca,mp42aac
6449,aflplusplus-0,118872-118875,fca,mp42aac
6453,aflplusplus-0,118881-118894,fca,mp42aac
6457,aflplusplus-0,118881-118897,fca,mp42aac
6461,aflplusplus-0,118894-118932,fca,mp42aac
6468,aflplusplus-0,118905-118910,fca,mp42aac
6474,aflplusplus-0,118910-118932,fca,mp42aac
6478,aflplusplus-0,118913-118921,fca,mp42aac
6481,aflplusplus-0,118921-118932,fca,mp42aac
6486,aflplusplus-0,118974-118990,fca,mp42aac
6488,aflplusplus-0,118990-118993,fca,mp42aac
6491,aflplusplus-0,118993-119001,fca,mp42aac
6497,aflplusplus-0,119001-119076,fca,mp42aac
6508,aflplusplus-0,119041-119044,fca,mp42aac
6511,aflplusplus-0,119044-119049,fca,mp42aac
6515,aflplusplus-0,119049-119056,fca,mp42aac
6519,aflplusplus-0,119056-119061,fca,mp42aac
6521,aflplusplus-0,119061-119064,fca,mp42aac
6526,aflplusplus-0,119069-119073,fca,mp42aac
6529,aflplusplus-0,119073-119076,fca,mp42aac
6532,aflplusplus-0,119324-119342,fca,mp42aac
6536,aflplusplus-0,119342-119371,fca,mp42aac
6540,aflplusplus-0,119347-119352,fca,mp42aac
6544,aflplusplus-0,119352-119368,fca,mp42aac
6548,aflplusplus-0,119477-119490,fca,mp42aac
6553,aflplusplus-0,119490-119528,fca,mp42aac
6560,aflplusplus-0,119501-119506,fca,mp42aac
6564,aflplusplus-0,119506-119528,fca,mp42aac
6568,aflplusplus-0,119578-119685,fca,mp42aac
6572,aflplusplus-0,119583-119591,fca,mp42aac
6576,aflplusplus-0,119591-119685,fca,mp42aac
6580,aflplusplus-0,119629-119634,fca,mp42aac
6584,aflplusplus-0,119634-119638,fca,mp42aac
6598,aflplusplus-0,119975-120059,fca,mp42aac
6603,aflplusplus-0,120059-120062,fca,mp42aac
6607,aflplusplus-0,120247-120252,fca,mp42aac
6615,aflplusplus-0,120345-120350,fca,mp42aac
6619,aflplusplus-0,120350-120353,fca,mp42aac
6621,aflplusplus-0,120353-120359,fca,mp42aac
6626,aflplusplus-0,120359-120380,fca,mp42aac
6629,aflplusplus-0,120380-120353,fca,mp42aac
6633,aflplusplus-0,120385-120391,fca,mp42aac
6638,aflplusplus-0,120467-120480,fca,mp42aac
6642,aflplusplus-0,120480-120518,fca,mp42aac
6646,aflplusplus-0,120491-120496,fca,mp42aac
6650,aflplusplus-0,120496-120518,fca,mp42aac
6654,aflplusplus-0,120584-120617,fca,mp42aac
6658,aflplusplus-0,120590-120617,fca,mp42aac
6664,aflplusplus-0,121152-121190,fca,mp42aac
6668,aflplusplus-0,121163-121168,fca,mp42aac
6673,aflplusplus-0,121253-121259,fca,mp42aac
6678,aflplusplus-0,121309-121462,fca,mp42aac
6682,aflplusplus-0,121330-121333,fca,mp42aac
6685,aflplusplus-0,121335-121340,fca,mp42aac
6688,aflplusplus-0,121432-121439,fca,mp42aac
6692,aflplusplus-0,121453-121455,fca,mp42aac
6696,aflplusplus-0,122897-122915,fca,mp42aac
6699,aflplusplus-0,122912-122983,fca,mp42aac
6704,aflplusplus-0,122923-122928,fca,mp42aac
6707,aflplusplus-0,122928-122983,fca,mp42aac
6710,aflplusplus-0,122954-122965,fca,mp42aac
6711,aflplusplus-0,122954-122979,fca,mp42aac
6713,aflplusplus-0,122979-122983,fca,mp42aac
6716,aflplusplus-0,123269-123282,fca,mp42aac
6729,aflplusplus-0,123694-123707,fca,mp42aac
6734,aflplusplus-0,123707-123754,fca,mp42aac
6738,aflplusplus-0,123710-123718,fca,mp42aac
6741,aflplusplus-0,123718-123723,fca,mp42aac
6746,aflplusplus-0,123723-123754,fca,mp42aac
6752,aflplusplus-0,123726-123735,fca,mp42aac
6756,aflplusplus-0,123735-123743,fca,mp42aac
6757,aflplusplus-0,123743-123754,fca,mp42aac
6759,aflplusplus-0,123765-123774,fca,mp42aac
6769,aflplusplus-0,123784-123789,fca,mp42aac
6773,aflplusplus-0,123789-123794,fca,mp42aac
6775,aflplusplus-0,123789-123799,fca,mp42aac
6779,aflplusplus-0,123794-123799,fca,mp42aac
6782,aflplusplus-0,123799-123804,fca,mp42aac
6786,aflplusplus-0,123799-123809,fca,mp42aac
6792,aflplusplus-0,123809-123814,fca,mp42aac
6799,aflplusplus-0,123814-123819,fca,mp42aac
6803,aflplusplus-0,123828-123852,fca,mp42aac
6812,aflplusplus-0,123857-123861,fca,mp42aac
6816,aflplusplus-0,123861-123876,fca,mp42aac
6820,aflplusplus-0,123872-123876,fca,mp42aac
6826,aflplusplus-0,123876-123887,fca,mp42aac
6829,aflplusplus-0,123881-123885,fca,mp42aac
6831,aflplusplus-0,123885-123891,fca,mp42aac
6834,aflplusplus-0,123887-123891,fca,mp42aac
6841,aflplusplus-0,123896-123900,fca,mp42aac
6843,aflplusplus-0,123900-123906,fca,mp42aac
6847,aflplusplus-0,123902-123906,fca,mp42aac
6849,aflplusplus-0,123906-123911,fca,mp42aac
6851,aflplusplus-0,123906-123917,fca,mp42aac
6857,aflplusplus-0,123915-123921,fca,mp42aac
6863,aflplusplus-0,123921-123926,fca,mp42aac
6867,aflplusplus-0,123921-123932,fca,mp42aac
6872,aflplusplus-0,123930-123936,fca,mp42aac
6884,aflplusplus-0,124634-124653,fca,mp42aac
6886,aflplusplus-0,124650-124690,fca,mp42aac
6897,aflplusplus-0,124745-124749,fca,mp42aac
6902,aflplusplus-0,124786-124826,fca,mp42aac
6926,aflplusplus-0,124900-124903,fca,mp42aac
6947,aflplusplus-0,124935-124942,fca,mp42aac
6952,aflplusplus-0,124949-124955,fca,mp42aac
6959,aflplusplus-0,124962-124968,fca,mp42aac
6965,aflplusplus-0,124972-124991,fca,mp42aac
6984,aflplusplus-0,125005-125008,fca,mp42aac
7002,aflplusplus-0,126022-126035,fca,mp42aac
7006,aflplusplus-0,126035-126073,fca,mp42aac
7010,aflplusplus-0,126046-126051,fca,mp42aac
7014,aflplusplus-0,126051-126073,fca,mp42aac
7018,aflplusplus-0,126088-126160,fca,mp42aac
7022,aflplusplus-0,126160-126164,fca,mp42aac
7028,aflplusplus-0,126168-126172,fca,mp42aac
7031,aflplusplus-0,126172-126176,fca,mp42aac
7035,aflplusplus-0,126176-126180,fca,mp42aac
7039,aflplusplus-0,126180-126182,fca,mp42aac
7042,aflplusplus-0,126767-126780,fca,mp42aac
7046,aflplusplus-0,126767-126783,fca,mp42aac
7050,aflplusplus-0,126780-126818,fca,mp42aac
7055,aflplusplus-0,126791-126796,fca,mp42aac
7061,aflplusplus-0,126796-126818,fca,mp42aac
7067,aflplusplus-0,126807-126818,fca,mp42aac
7069,aflplusplus-0,126833-126857,fca,mp42aac
7076,aflplusplus-0,126861-126865,fca,mp42aac
7081,aflplusplus-0,127520-127526,fca,mp42aac
7085,aflplusplus-0,127568-127606,fca,mp42aac
7089,aflplusplus-0,127579-127584,fca,mp42aac
7092,aflplusplus-0,127693-127707,fca,mp42aac
7097,aflplusplus-0,127741-127760,fca,mp42aac
7101,aflplusplus-0,127760-127779,fca,mp42aac
7103,aflplusplus-0,127779-127798,fca,mp42aac
7105,aflplusplus-0,127798-127817,fca,mp42aac
7110,aflplusplus-0,127945-127960,fca,mp42aac
7114,aflplusplus-0,128779-128789,fca,mp42aac
7121,aflplusplus-0,128796-128799,fca,mp42aac
7124,aflplusplus-0,128799-128801,fca,mp42aac
7125,aflplusplus-0,130-137,fca,mp42aac
7128,aflplusplus-0,137-194,fca,mp42aac
7132,aflplusplus-0,140033-140044,fca,mp42aac
7138,aflplusplus-0,140277-140290,fca,mp42aac
7142,aflplusplus-0,140277-140293,fca,mp42aac
7144,aflplusplus-0,140290-140328,fca,mp42aac
7149,aflplusplus-0,140301-140306,fca,mp42aac
7156,aflplusplus-0,140306-140328,fca,mp42aac
7160,aflplusplus-0,140309-140317,fca,mp42aac
7164,aflplusplus-0,140317-140328,fca,mp42aac
7167,aflplusplus-0,140343-140369,fca,mp42aac
7170,aflplusplus-0,140369-140372,fca,mp42aac
7173,aflplusplus-0,140376-140380,fca,mp42aac
7176,aflplusplus-0,140376-140472,fca,mp42aac
7180,aflplusplus-0,140380-140384,fca,mp42aac
7190,aflplusplus-0,140396-140403,fca,mp42aac
7195,aflplusplus-0,140411-140415,fca,mp42aac
7200,aflplusplus-0,140415-140469,fca,mp42aac
7204,aflplusplus-0,140419-140423,fca,mp42aac
7207,aflplusplus-0,140430-140433,fca,mp42aac
7210,aflplusplus-0,140433-140435,fca,mp42aac
7213,aflplusplus-0,140435-140469,fca,mp42aac
7215,aflplusplus-0,140469-140472,fca,mp42aac
7222,aflplusplus-0,14296-14312,fca,mp42aac
7226,aflplusplus-0,14457-14461,fca,mp42aac
7230,aflplusplus-0,14461-14517,fca,mp42aac
7235,aflplusplus-0,148-194,fca,mp42aac
7239,aflplusplus-0,14975-14980,fca,mp42aac
7242,aflplusplus-0,15219-15240,fca,mp42aac
7245,aflplusplus-0,15394-15404,fca,mp42aac
7248,aflplusplus-0,15404-15411,fca,mp42aac
7252,aflplusplus-0,17964-18089,fca,mp42aac
7256,aflplusplus-0,17971-17976,fca,mp42aac
7260,aflplusplus-0,17976-18089,fca,mp42aac
7264,aflplusplus-0,18000-18087,fca,mp42aac
7268,aflplusplus-0,18057-18085,fca,mp42aac
7274,aflplusplus-0,18382-18409,fca,mp42aac
7277,aflplusplus-0,187-192,fca,mp42aac
7280,aflplusplus-0,19108-19156,fca,mp42aac
7284,aflplusplus-0,19361-19374,fca,mp42aac
7290,aflplusplus-0,19454-19463,fca,mp42aac
7292,aflplusplus-0,19492-19514,fca,mp42aac
7295,aflplusplus-0,19514-19517,fca,mp42aac
7296,aflplusplus-0,19553-19617,fca,mp42aac
7299,aflplusplus-0,19735-19751,fca,mp42aac
7303,aflplusplus-0,19751-19754,fca,mp42aac
7309,aflplusplus-0,19767-19769,fca,mp42aac
7312,aflplusplus-0,19769-19772,fca,mp42aac
7316,aflplusplus-0,20156-20170,fca,mp42aac
7320,aflplusplus-0,20170-20191,fca,mp42aac
7326,aflplusplus-0,20181-20189,fca,mp42aac
7329,aflplusplus-0,20217-20247,fca,mp42aac
7333,aflplusplus-0,20247-20348,fca,mp42aac
7337,aflplusplus-0,20261-20267,fca,mp42aac
7341,aflplusplus-0,20267-20296,fca,mp42aac
7345,aflplusplus-0,20267-20310,fca,mp42aac
7349,aflplusplus-0,20296-20310,fca,mp42aac
7353,aflplusplus-0,20310-20346,fca,mp42aac
7357,aflplusplus-0,20378-20388,fca,mp42aac
7360,aflplusplus-0,20388-20400,fca,mp42aac
7363,aflplusplus-0,20405-20415,fca,mp42aac
7366,aflplusplus-0,20415-20426,fca,mp42aac
7373,aflplusplus-0,20472-20474,fca,mp42aac
7377,aflplusplus-0,20474-20480,fca,mp42aac
7381,aflplusplus-0,20480-20487,fca,mp42aac
7385,aflplusplus-0,20480-20509,fca,mp42aac
7389,aflplusplus-0,20487-20503,fca,mp42aac
7393,aflplusplus-0,20503-20505,fca,mp42aac
7397,aflplusplus-0,20505-20509,fca,mp42aac
7401,aflplusplus-0,20509-20511,fca,mp42aac
7404,aflplusplus-0,20914-20935,fca,mp42aac
7408,aflplusplus-0,20935-20976,fca,mp42aac
7415,aflplusplus-0,20976-20987,fca,mp42aac
7419,aflplusplus-0,20987-20996,fca,mp42aac
7427,aflplusplus-0,21087-21103,fca,mp42aac
7431,aflplusplus-0,21103-21105,fca,mp42aac
7434,aflplusplus-0,21105-21108,fca,mp42aac
7438,aflplusplus-0,21901-21933,fca,mp42aac
7442,aflplusplus-0,21955-21979,fca,mp42aac
7446,aflplusplus-0,21979-21983,fca,mp42aac
7449,aflplusplus-0,21983-21987,fca,mp42aac
7453,aflplusplus-0,21983-22020,fca,mp42aac
7457,aflplusplus-0,21987-21992,fca,mp42aac
7460,aflplusplus-0,21996-22003,fca,mp42aac
7463,aflplusplus-0,22650-22676,fca,mp42aac
7468,aflplusplus-0,23622-23639,fca,mp42aac
7472,aflplusplus-0,23622-23642,fca,mp42aac
7476,aflplusplus-0,23639-23719,fca,mp42aac
7480,aflplusplus-0,23642-23650,fca,mp42aac
7486,aflplusplus-0,23655-23719,fca,mp42aac
7490,aflplusplus-0,23658-23662,fca,mp42aac
7493,aflplusplus-0,23662-23719,fca,mp42aac
7498,aflplusplus-0,23665-23673,fca,mp42aac
7500,aflplusplus-0,23670-23673,fca,mp42aac
7507,aflplusplus-0,23696-23698,fca,mp42aac
7511,aflplusplus-0,23735-23769,fca,mp42aac
7513,aflplusplus-0,23773-23777,fca,mp42aac
7517,aflplusplus-0,23777-23780,fca,mp42aac
7519,aflplusplus-0,23780-23807,fca,mp42aac
7526,aflplusplus-0,23807-23814,fca,mp42aac
7530,aflplusplus-0,23807-23852,fca,mp42aac
7534,aflplusplus-0,23814-23821,fca,mp42aac
7536,aflplusplus-0,23814-23850,fca,mp42aac
7540,aflplusplus-0,23821-23825,fca,mp42aac
7552,aflplusplus-0,23985-24007,fca,mp42aac
7556,aflplusplus-0,24675-24694,fca,mp42aac
7560,aflplusplus-0,24694-24778,fca,mp42aac
7565,aflplusplus-0,24974-24985,fca,mp42aac
7569,aflplusplus-0,25087-25102,fca,mp42aac
7573,aflplusplus-0,25102-25141,fca,mp42aac
7577,aflplusplus-0,25105-25110,fca,mp42aac
7581,aflplusplus-0,25113-25118,fca,mp42aac
7585,aflplusplus-0,25118-25141,fca,mp42aac
7589,aflplusplus-0,25219-25256,fca,mp42aac
7593,aflplusplus-0,25256-25265,fca,mp42aac
7598,aflplusplus-0,25363-25377,fca,mp42aac
7602,aflplusplus-0,25377-25452,fca,mp42aac
7607,aflplusplus-0,25553-25581,fca,mp42aac
7610,aflplusplus-0,25875-25887,fca,mp42aac
7614,aflplusplus-0,26415-26564,fca,mp42aac
7618,aflplusplus-0,26471-26562,fca,mp42aac
7622,aflplusplus-0,26477-26488,fca,mp42aac
7625,aflplusplus-0,26496-26504,fca,mp42aac
7627,aflplusplus-0,26504-26508,fca,mp42aac
7630,aflplusplus-0,26508-26516,fca,mp42aac
7632,aflplusplus-0,26516-26520,fca,mp42aac
7635,aflplusplus-0,26520-26528,fca,mp42aac
7639,aflplusplus-0,26528-26536,fca,mp42aac
7647,aflplusplus-0,26548-26550,fca,mp42aac
7650,aflplusplus-0,26550-26552,fca,mp42aac
7654,aflplusplus-0,26552-26554,fca,mp42aac
7658,aflplusplus-0,26554-26556,fca,mp42aac
7662,aflplusplus-0,26556-26558,fca,mp42aac
7669,aflplusplus-0,26562-26564,fca,mp42aac
7670,aflplusplus-0,26564-26581,fca,mp42aac
7673,aflplusplus-0,26581-26583,fca,mp42aac
7677,aflplusplus-0,26583-26608,fca,mp42aac
7681,aflplusplus-0,26795-26815,fca,mp42aac
7685,aflplusplus-0,26815-26817,fca,mp42aac
7691,aflplusplus-0,27913-27930,fca,mp42aac
7695,aflplusplus-0,27930-27932,fca,mp42aac
7699,aflplusplus-0,27944-27952,fca,mp42aac
7702,aflplusplus-0,27952-27954,fca,mp42aac
7706,aflplusplus-0,2798-2813,fca,mp42aac
7710,aflplusplus-0,2798-2819,fca,mp42aac
7714,aflplusplus-0,28105-28118,fca,mp42aac
7718,aflplusplus-0,28118-28120,fca,mp42aac
7722,aflplusplus-0,2813-2826,fca,mp42aac
7726,aflplusplus-0,2819-2826,fca,mp42aac
7732,aflplusplus-0,2832-2853,fca,mp42aac
7738,aflplusplus-0,2853-2860,fca,mp42aac
7742,aflplusplus-0,2866-2881,fca,mp42aac
7746,aflplusplus-0,2881-2894,fca,mp42aac
7750,aflplusplus-0,29214-29227,fca,mp42aac
7753,aflplusplus-0,29227-29265,fca,mp42aac
7759,aflplusplus-0,29235-29265,fca,mp42aac
7760,aflplusplus-0,29238-29243,fca,mp42aac
7764,aflplusplus-0,29243-29265,fca,mp42aac
7768,aflplusplus-0,2928-2943,fca,mp42aac
7772,aflplusplus-0,29305-29312,fca,mp42aac
7776,aflplusplus-0,29312-29319,fca,mp42aac
7780,aflplusplus-0,29312-29363,fca,mp42aac
7784,aflplusplus-0,29319-29323,fca,mp42aac
7791,aflplusplus-0,29339-29343,fca,mp42aac
7798,aflplusplus-0,29346-29363,fca,mp42aac
7802,aflplusplus-0,29363-29365,fca,mp42aac
7806,aflplusplus-0,2943-2956,fca,mp42aac
7810,aflplusplus-0,2984-2999,fca,mp42aac
7814,aflplusplus-0,2999-3012,fca,mp42aac
7818,aflplusplus-0,30000-30009,fca,mp42aac
7822,aflplusplus-0,30009-30022,fca,mp42aac
7826,aflplusplus-0,308-314,fca,mp42aac
7830,aflplusplus-0,31225-31238,fca,mp42aac
7837,aflplusplus-0,31238-31276,fca,mp42aac
7841,aflplusplus-0,31241-31249,fca,mp42aac
7845,aflplusplus-0,31249-31254,fca,mp42aac
7849,aflplusplus-0,31249-31257,fca,mp42aac
7853,aflplusplus-0,31254-31276,fca,mp42aac
7857,aflplusplus-0,31257-31265,fca,mp42aac
7861,aflplusplus-0,31265-31276,fca,mp42aac
7865,aflplusplus-0,31291-31315,fca,mp42aac
7868,aflplusplus-0,31315-31321,fca,mp42aac
7872,aflplusplus-0,314-377,fca,mp42aac
7877,aflplusplus-0,38032-38049,fca,mp42aac
7881,aflplusplus-0,38434-38457,fca,mp42aac
7885,aflplusplus-0,38459-38463,fca,mp42aac
7886,aflplusplus-0,38459-38488,fca,mp42aac
7890,aflplusplus-0,38463-38486,fca,mp42aac
7894,aflplusplus-0,38488-38522,fca,mp42aac
7897,aflplusplus-0,38522-38526,fca,mp42aac
7901,aflplusplus-0,38522-38570,fca,mp42aac
7905,aflplusplus-0,38526-38539,fca,mp42aac
7909,aflplusplus-0,38539-38552,fca,mp42aac
7913,aflplusplus-0,38552-38564,fca,mp42aac
7917,aflplusplus-0,38564-38566,fca,mp42aac
7921,aflplusplus-0,38566-38568,fca,mp42aac
7925,aflplusplus-0,38568-38570,fca,mp42aac
7929,aflplusplus-0,38570-38572,fca,mp42aac
7933,aflplusplus-0,38572-38574,fca,mp42aac
7936,aflplusplus-0,38601-38629,fca,mp42aac
7940,aflplusplus-0,38629-38632,fca,mp42aac
7944,aflplusplus-0,3871-3885,fca,mp42aac
7948,aflplusplus-0,39176-39199,fca,mp42aac
7952,aflplusplus-0,39199-39238,fca,mp42aac
7957,aflplusplus-0,3993-4031,fca,mp42aac
7961,aflplusplus-0,4008-4026,fca,mp42aac
7965,aflplusplus-0,4026-4043,fca,mp42aac
7969,aflplusplus-0,4342-4359,fca,mp42aac
7973,aflplusplus-0,43581-43615,fca,mp42aac
7977,aflplusplus-0,43615-43621,fca,mp42aac
7981,aflplusplus-0,43621-43631,fca,mp42aac
7985,aflplusplus-0,43707-43723,fca,mp42aac
7988,aflplusplus-0,43723-43726,fca,mp42aac
7993,aflplusplus-0,45847-45859,fca,mp42aac
7996,aflplusplus-0,46463-46505,fca,mp42aac
7997,aflplusplus-0,4656-4665,fca,mp42aac
8004,aflplusplus-0,46611-46666,fca,mp42aac
8007,aflplusplus-0,46666-46718,fca,mp42aac
8014,aflplusplus-0,48205-48220,fca,mp42aac
8018,aflplusplus-0,48220-48299,fca,mp42aac
8022,aflplusplus-0,48527-48554,fca,mp42aac
8028,aflplusplus-0,48559-48571,fca,mp42aac
8033,aflplusplus-0,48571-48578,fca,mp42aac
8037,aflplusplus-0,48680-48687,fca,mp42aac
8041,aflplusplus-0,48687-48706,fca,mp42aac
8045,aflplusplus-0,48743-48790,fca,mp42aac
8049,aflplusplus-0,48817-48825,fca,mp42aac
8053,aflplusplus-0,48825-48831,fca,mp42aac
8056,aflplusplus-0,48825-48840,fca,mp42aac
8060,aflplusplus-0,48840-48844,fca,mp42aac
