,crash_id,discovery_time,fuzzer
3178,bug3178,740,afl-0-exid22
4077,bug4077,757,aflplusplus-0-exid22
1355,bug1355,757,aflplusplus-0-exid22
3079,bug3079,775,aflplusplus-0-exid22
320,bug320,775,aflplusplus-0-exid22
3101,bug3101,944,afl-0-exid22
342,bug342,944,afl-0-exid22
2791,bug2791,945,afl-0-exid22
18,bug18,945,afl-0-exid22
3506,bug3506,1064,aflplusplus-0-exid22
2837,bug2837,1071,aflfast-0-exid22
67,bug67,1071,aflfast-0-exid22
545,bug545,1071,aflfast-0-exid22
3296,bug3296,1071,aflfast-0-exid22
3949,bug3949,1089,aflfast-0-exid22
1220,bug1220,1089,aflfast-0-exid22
4067,bug4067,1089,aflfast-0-exid22
2700,bug2700,1089,aflfast-0-exid22
456,bug456,1089,aflfast-0-exid22
3209,bug3209,1089,aflfast-0-exid22
231,bug231,1089,aflfast-0-exid22
2995,bug2995,1089,aflfast-0-exid22
1194,bug1194,1089,aflfast-0-exid22
3924,bug3924,1089,aflfast-0-exid22
98,bug98,1093,aflfast-0-exid22
2867,bug2867,1093,aflfast-0-exid22
831,bug831,1094,afl-0-exid22
3572,bug3572,1094,afl-0-exid22
1273,bug1273,1323,afl-0-exid22
3999,bug3999,1323,afl-0-exid22
548,bug548,1339,fairfuzz-0-exid22
1944,bug1944,1339,fairfuzz-0-exid22
1951,bug1951,1386,fairfuzz-0-exid22
556,bug556,1386,fairfuzz-0-exid22
1744,bug1744,1397,fairfuzz-0-exid22
3096,bug3096,1397,fairfuzz-0-exid22
337,bug337,1397,fairfuzz-0-exid22
