,Unnamed: 0,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
22,2019,4760,3721041406,afl-0-exid20,afl,1473,fa3126cf63a14db2802f93dd711f24ab336ec398824df38438a60b535fb970d6,crash,2019,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fcb,nm
23,3331,4760,3721041406,afl-0-exid20,afl,1473,fa3126cf63a14db2802f93dd711f24ab336ec398824df38438a60b535fb970d6,crash,3331,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fcb,nm
24,251,4765,3721041406,afl-0-exid20,afl,1474,579a0ee24ef87e50a84e5a49d5c098170dc163e83bde2c9d231daeeba8825a32,crash,251,SEGV,50b003deb4b331c44241db4cea752ee4,asan,fcb,nm
25,1650,4765,3721041406,afl-0-exid20,afl,1474,579a0ee24ef87e50a84e5a49d5c098170dc163e83bde2c9d231daeeba8825a32,crash,1650,SEGV,50b003deb4b331c44241db4cea752ee4,msan,fcb,nm
26,2940,4765,3721041406,afl-0-exid20,afl,1474,579a0ee24ef87e50a84e5a49d5c098170dc163e83bde2c9d231daeeba8825a32,crash,2940,SEGV,7dd30d6c4aa394cae217d6922a082550,tsan,fcb,nm
27,2752,4861,1981409037,aflfast-0-exid20,aflfast,1514,30023beeb4853100b294ec8f47d579614eb439de19ffb098dd4301b49383d040,crash,2752,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
28,56,4861,1981409037,aflfast-0-exid20,aflfast,1514,30023beeb4853100b294ec8f47d579614eb439de19ffb098dd4301b49383d040,crash,56,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
29,1476,4861,1981409037,aflfast-0-exid20,aflfast,1514,30023beeb4853100b294ec8f47d579614eb439de19ffb098dd4301b49383d040,crash,1476,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
30,88,4921,1981409037,aflfast-0-exid20,aflfast,1550,a3292d6aa65cc7592e34ceb2f07fd474cbf1ffd5f28a2b93e9c0b56650b47e27,crash,88,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
31,1502,4921,1981409037,aflfast-0-exid20,aflfast,1550,a3292d6aa65cc7592e34ceb2f07fd474cbf1ffd5f28a2b93e9c0b56650b47e27,crash,1502,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
32,2783,4921,1981409037,aflfast-0-exid20,aflfast,1550,a3292d6aa65cc7592e34ceb2f07fd474cbf1ffd5f28a2b93e9c0b56650b47e27,crash,2783,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
33,1257,4969,1981409037,aflfast-0-exid20,aflfast,1567,dff7eb4f64def9fe9b8c92d8af8bf9e3469179b8c16c43d8b31c112fc76350d2,crash,1257,SEGV,37e3e9076524a4b2ea46592e302a3160,asan,fcb,nm
34,2547,4969,1981409037,aflfast-0-exid20,aflfast,1567,dff7eb4f64def9fe9b8c92d8af8bf9e3469179b8c16c43d8b31c112fc76350d2,crash,2547,SEGV,37e3e9076524a4b2ea46592e302a3160,msan,fcb,nm
35,3897,4969,1981409037,aflfast-0-exid20,aflfast,1567,dff7eb4f64def9fe9b8c92d8af8bf9e3469179b8c16c43d8b31c112fc76350d2,crash,3897,SEGV,a8096fe8a03d5c3886069f170d340f05,tsan,fcb,nm
36,605,5326,3721041406,afl-0-exid20,afl,1764,e352af0d243d69b3771d08c085b1982a3c86d2379b69940d7756f500e952b08e,crash,605,SEGV,ab82a35ef635651378049cee2e629e6a,asan,fcb,nm
37,1964,5326,3721041406,afl-0-exid20,afl,1764,e352af0d243d69b3771d08c085b1982a3c86d2379b69940d7756f500e952b08e,crash,1964,SEGV,c7d2cebfec5264147deaa0c4941e6db3,msan,fcb,nm
38,3272,5326,3721041406,afl-0-exid20,afl,1764,e352af0d243d69b3771d08c085b1982a3c86d2379b69940d7756f500e952b08e,crash,3272,SEGV,c7d2cebfec5264147deaa0c4941e6db3,tsan,fcb,nm
39,1143,5596,1981409037,aflfast-0-exid20,aflfast,1875,e4423a0f96b9e60705e5d21fab0b5cc18051920bc2c46ef2fb3d4e742e0249a0,crash,1143,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
40,2446,5596,1981409037,aflfast-0-exid20,aflfast,1875,e4423a0f96b9e60705e5d21fab0b5cc18051920bc2c46ef2fb3d4e742e0249a0,crash,2446,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
41,3791,5596,1981409037,aflfast-0-exid20,aflfast,1875,e4423a0f96b9e60705e5d21fab0b5cc18051920bc2c46ef2fb3d4e742e0249a0,crash,3791,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
42,3754,5738,3721041406,afl-0-exid20,afl,1934,b55b368e056b732dad33be17d7a41736b4e642bebf8d6f799968ef2f7a3f3a06,crash,3754,SEGV,82a52b099b0cb44ccb2ec4868c8c055f,tsan,fcb,nm
43,1104,5738,3721041406,afl-0-exid20,afl,1934,b55b368e056b732dad33be17d7a41736b4e642bebf8d6f799968ef2f7a3f3a06,crash,1104,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,asan,fcb,nm
44,2411,5738,3721041406,afl-0-exid20,afl,1934,b55b368e056b732dad33be17d7a41736b4e642bebf8d6f799968ef2f7a3f3a06,crash,2411,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,msan,fcb,nm
45,837,6014,3772969022,fairfuzz-0-exid20,fairfuzz,2087,f2e6c74752e4ea0f66f58452e32a5fb200d58c22be4766aa7d0d8ea9007f9a5c,crash,837,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,asan,fcb,nm
46,2167,6014,3772969022,fairfuzz-0-exid20,fairfuzz,2087,f2e6c74752e4ea0f66f58452e32a5fb200d58c22be4766aa7d0d8ea9007f9a5c,crash,2167,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,msan,fcb,nm
47,4172,6014,3772969022,fairfuzz-0-exid20,fairfuzz,2087,f2e6c74752e4ea0f66f58452e32a5fb200d58c22be4766aa7d0d8ea9007f9a5c,crash,4172,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,ubsan,fcb,nm
48,3498,6014,3772969022,fairfuzz-0-exid20,fairfuzz,2087,f2e6c74752e4ea0f66f58452e32a5fb200d58c22be4766aa7d0d8ea9007f9a5c,crash,3498,SEGV,d68ef8a660bb62fd4346463a27e8b6bb,tsan,fcb,nm
49,725,6257,3721041406,afl-0-exid20,afl,2162,6bfbacbed901db3d4f8ef5b1b416a4dbc546030b73cde19c96fa411273df8f7e,crash,725,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan,fcb,nm
50,2067,6257,3721041406,afl-0-exid20,afl,2162,6bfbacbed901db3d4f8ef5b1b416a4dbc546030b73cde19c96fa411273df8f7e,crash,2067,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan,fcb,nm
51,3388,6257,3721041406,afl-0-exid20,afl,2162,6bfbacbed901db3d4f8ef5b1b416a4dbc546030b73cde19c96fa411273df8f7e,crash,3388,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,tsan,fcb,nm
52,1742,6465,3721041406,afl-0-exid20,afl,2243,cebb9b1148f5e26a46ca01e38ac5f03195ebb3c4231bb41d3debd14aba3c979f,crash,1742,SEGV,0646f8dc98605131cbd13c096e45cad3,msan,fcb,nm
53,3035,6465,3721041406,afl-0-exid20,afl,2243,cebb9b1148f5e26a46ca01e38ac5f03195ebb3c4231bb41d3debd14aba3c979f,crash,3035,SEGV,0646f8dc98605131cbd13c096e45cad3,tsan,fcb,nm
54,350,6465,3721041406,afl-0-exid20,afl,2243,cebb9b1148f5e26a46ca01e38ac5f03195ebb3c4231bb41d3debd14aba3c979f,crash,350,SEGV,e962321310000bd8f0df569f7feedb44,asan,fcb,nm
55,314,6752,3772969022,fairfuzz-0-exid20,fairfuzz,2338,9392acdcf5b80515f20486c4f8588e32a2d5011b6ea65ea6d5ca32c00e700f1d,crash,314,SEGV,1de1adfe99291fcb6fac8e9ec1a1d520,asan,fcb,nm
56,1710,6752,3772969022,fairfuzz-0-exid20,fairfuzz,2338,9392acdcf5b80515f20486c4f8588e32a2d5011b6ea65ea6d5ca32c00e700f1d,crash,1710,SEGV,1de1adfe99291fcb6fac8e9ec1a1d520,msan,fcb,nm
57,3002,6752,3772969022,fairfuzz-0-exid20,fairfuzz,2338,9392acdcf5b80515f20486c4f8588e32a2d5011b6ea65ea6d5ca32c00e700f1d,crash,3002,SEGV,881c889b0d0e954fcc9098fea94bdc84,tsan,fcb,nm
58,3280,7114,3721041406,afl-0-exid20,afl,2511,5c3f29e24bcb32263f2a7f8cb6ae6af121641eb088b2c2e74fff280402d872e1,crash,3280,SEGV,5dbd59db9fbfa619db19e3ee161ea098,tsan,fcb,nm
59,613,7114,3721041406,afl-0-exid20,afl,2511,5c3f29e24bcb32263f2a7f8cb6ae6af121641eb088b2c2e74fff280402d872e1,crash,613,SEGV,c764e6a661b1693be2e3fb7b9e59345a,asan,fcb,nm
60,1972,7114,3721041406,afl-0-exid20,afl,2511,5c3f29e24bcb32263f2a7f8cb6ae6af121641eb088b2c2e74fff280402d872e1,crash,1972,SEGV,c764e6a661b1693be2e3fb7b9e59345a,msan,fcb,nm
61,334,7211,3721041406,afl-0-exid20,afl,2572,1fa41979748db2d04d84abbe25fd85a580925dde9f34bcfe44e70387f0f8ef74,crash,334,SEGV,8ca2bb21e0fddfc0f2e633747e876659,asan,fcb,nm
62,1728,7211,3721041406,afl-0-exid20,afl,2572,1fa41979748db2d04d84abbe25fd85a580925dde9f34bcfe44e70387f0f8ef74,crash,1728,SEGV,8ca2bb21e0fddfc0f2e633747e876659,msan,fcb,nm
63,3021,7211,3721041406,afl-0-exid20,afl,2572,1fa41979748db2d04d84abbe25fd85a580925dde9f34bcfe44e70387f0f8ef74,crash,3021,SEGV,9dd67af08aad434e80ae8608a163eee9,tsan,fcb,nm
64,1349,8006,3721041406,afl-0-exid20,afl,2958,07f7ce2434857717e716d33825473ed9a89b19888a520a77d0684d6f3d3e8f5b,crash,1349,SEGV,4a436bc2ae0b651b32668457aab5f28a,asan,fcb,nm
65,2629,8006,3721041406,afl-0-exid20,afl,2958,07f7ce2434857717e716d33825473ed9a89b19888a520a77d0684d6f3d3e8f5b,crash,2629,SEGV,4a436bc2ae0b651b32668457aab5f28a,msan,fcb,nm
66,3983,8006,3721041406,afl-0-exid20,afl,2958,07f7ce2434857717e716d33825473ed9a89b19888a520a77d0684d6f3d3e8f5b,crash,3983,SEGV,a5405891c81691e1eec2684d72a85f21,tsan,fcb,nm
67,339,8364,3772969022,fairfuzz-0-exid20,fairfuzz,3177,c7ef74ce1e9c82d8b6eb7eddb1f7cd7c9b9e5a8185786230843af9061958ca90,crash,339,SEGV,66cecc259f05a8d3bfff1fc273c4224f,asan,fcb,nm
68,1733,8364,3772969022,fairfuzz-0-exid20,fairfuzz,3177,c7ef74ce1e9c82d8b6eb7eddb1f7cd7c9b9e5a8185786230843af9061958ca90,crash,1733,SEGV,66cecc259f05a8d3bfff1fc273c4224f,msan,fcb,nm
69,3026,8364,3772969022,fairfuzz-0-exid20,fairfuzz,3177,c7ef74ce1e9c82d8b6eb7eddb1f7cd7c9b9e5a8185786230843af9061958ca90,crash,3026,SEGV,f8be52f2f55e4e3a6786e7a0c6d42ac4,tsan,fcb,nm
70,1578,9027,3772969022,fairfuzz-0-exid20,fairfuzz,3611,b485268bf6f2a6ba353ce22f30ef792182882326bdfbbcfdf52cf15838160e31,crash,1578,SEGV,071d504f8d1935191ea3c38b37a229f7,msan,fcb,nm
71,2864,9027,3772969022,fairfuzz-0-exid20,fairfuzz,3611,b485268bf6f2a6ba353ce22f30ef792182882326bdfbbcfdf52cf15838160e31,crash,2864,SEGV,071d504f8d1935191ea3c38b37a229f7,tsan,fcb,nm
72,171,9027,3772969022,fairfuzz-0-exid20,fairfuzz,3611,b485268bf6f2a6ba353ce22f30ef792182882326bdfbbcfdf52cf15838160e31,crash,171,SEGV,dc029a3e1ea5e57024c0900de085fbce,asan,fcb,nm
73,3748,9708,3721041406,afl-0-exid20,afl,4139,06eec518a205679aa0612ee0a4bfdb55366e986abb6236c4194efe8a1c40adbe,crash,3748,SEGV,553da1631e4644a8233d72607b76b023,tsan,fcb,nm
74,1098,9708,3721041406,afl-0-exid20,afl,4139,06eec518a205679aa0612ee0a4bfdb55366e986abb6236c4194efe8a1c40adbe,crash,1098,SEGV,c23d49d464482eb996d08f509d802321,asan,fcb,nm
75,2405,9708,3721041406,afl-0-exid20,afl,4139,06eec518a205679aa0612ee0a4bfdb55366e986abb6236c4194efe8a1c40adbe,crash,2405,SEGV,c23d49d464482eb996d08f509d802321,msan,fcb,nm
76,1412,9981,3772969022,fairfuzz-0-exid20,fairfuzz,4401,8cf1aef25c9654cbbca3743f438007f28deb8cfee0c95b8d79e82fbc999129b3,crash,1412,heap-buffer-overflow,5d2f29e901a6016e7d55804ebb557c1a,asan,fcb,nm
77,622,10240,3772969022,fairfuzz-0-exid20,fairfuzz,4651,b178e7285b66349590b47f495ced5a1f8378eb6613689f2e4955a71b0dbfcafc,crash,622,SEGV,6e0fa39f1d3feba6c840a1360aee200c,asan,fcb,nm
78,1981,10240,3772969022,fairfuzz-0-exid20,fairfuzz,4651,b178e7285b66349590b47f495ced5a1f8378eb6613689f2e4955a71b0dbfcafc,crash,1981,SEGV,6e0fa39f1d3feba6c840a1360aee200c,msan,fcb,nm
79,4141,10240,3772969022,fairfuzz-0-exid20,fairfuzz,4651,b178e7285b66349590b47f495ced5a1f8378eb6613689f2e4955a71b0dbfcafc,crash,4141,SEGV,6e0fa39f1d3feba6c840a1360aee200c,ubsan,fcb,nm
80,3289,10240,3772969022,fairfuzz-0-exid20,fairfuzz,4651,b178e7285b66349590b47f495ced5a1f8378eb6613689f2e4955a71b0dbfcafc,crash,3289,SEGV,c2cfeef2c6070754be4b70c7a1b1d613,tsan,fcb,nm
81,1776,10336,3772969022,fairfuzz-0-exid20,fairfuzz,4743,4c76b1dc95c748b6324d2085ee781433d1e890b216d0f7bb430880ae3bc964b0,crash,1776,SEGV,78c5fe1e9fea41710ccf42d74a3642be,msan,fcb,nm
82,3068,10336,3772969022,fairfuzz-0-exid20,fairfuzz,4743,4c76b1dc95c748b6324d2085ee781433d1e890b216d0f7bb430880ae3bc964b0,crash,3068,SEGV,78c5fe1e9fea41710ccf42d74a3642be,tsan,fcb,nm
83,388,10336,3772969022,fairfuzz-0-exid20,fairfuzz,4743,4c76b1dc95c748b6324d2085ee781433d1e890b216d0f7bb430880ae3bc964b0,crash,388,SEGV,8590b2ad25e44c36b8c6d6080ee36a39,asan,fcb,nm
84,3128,10401,3772969022,fairfuzz-0-exid20,fairfuzz,4819,040927fc818cc919b9808f717251d58b9d3391a2ec436f51b6c79995a87b92af,crash,3128,SEGV,7955604df67ffcf65427a58682b0f595,tsan,fcb,nm
85,452,10401,3772969022,fairfuzz-0-exid20,fairfuzz,4819,040927fc818cc919b9808f717251d58b9d3391a2ec436f51b6c79995a87b92af,crash,452,SEGV,d1121efa09a3fdc4bd286ad890ebdcc3,asan,fcb,nm
86,1832,10401,3772969022,fairfuzz-0-exid20,fairfuzz,4819,040927fc818cc919b9808f717251d58b9d3391a2ec436f51b6c79995a87b92af,crash,1832,SEGV,d1121efa09a3fdc4bd286ad890ebdcc3,msan,fcb,nm
87,1666,10433,4127049282,aflplusplus-0-exid20,aflplusplus,4849,baaf4027c0dbde0080d0e24e1cdabf41716cb1a8a2c4acca8c3f8ade6ae5e60a,crash,1666,SEGV,35522d19c9712eacea77ebeb4469bb03,msan,fcb,nm
88,268,10433,4127049282,aflplusplus-0-exid20,aflplusplus,4849,baaf4027c0dbde0080d0e24e1cdabf41716cb1a8a2c4acca8c3f8ade6ae5e60a,crash,268,SEGV,3e6a979e87d55b0de96519a22542c3f3,asan,fcb,nm
89,2956,10433,4127049282,aflplusplus-0-exid20,aflplusplus,4849,baaf4027c0dbde0080d0e24e1cdabf41716cb1a8a2c4acca8c3f8ade6ae5e60a,crash,2956,SEGV,8098b7c49ec0d4f096fd1f4c8804648c,tsan,fcb,nm
90,2625,10519,3772969022,fairfuzz-0-exid20,fairfuzz,4930,62f585768ed3df7a129c215f62fcd4100f5d7107c6261cd0128095eddda239ec,crash,2625,SEGV,256ad76866adde9d37ca50311ea1abd5,msan,fcb,nm
91,1343,10519,3772969022,fairfuzz-0-exid20,fairfuzz,4930,62f585768ed3df7a129c215f62fcd4100f5d7107c6261cd0128095eddda239ec,crash,1343,SEGV,ce1c3f8054615abe83908e2e72ffea66,asan,fcb,nm
92,377,10685,4127049282,aflplusplus-0-exid20,aflplusplus,5092,6a3d16a6b8139a7ab2fd0fe9b1199dce1453259b217f73d332e1aedf8dfeb5ec,crash,377,SEGV,ac97f97bc7c486825473741fc4d88548,asan,fcb,nm
93,3058,10685,4127049282,aflplusplus-0-exid20,aflplusplus,5092,6a3d16a6b8139a7ab2fd0fe9b1199dce1453259b217f73d332e1aedf8dfeb5ec,crash,3058,SEGV,cd65f36d3a2669d55a4f7c4695ddb7cf,tsan,fcb,nm
94,1766,10685,4127049282,aflplusplus-0-exid20,aflplusplus,5092,6a3d16a6b8139a7ab2fd0fe9b1199dce1453259b217f73d332e1aedf8dfeb5ec,crash,1766,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan,fcb,nm
95,927,10839,3721041406,afl-0-exid20,afl,5246,e82f85ce168479ac46c6ba707ff6163b892ea7fa887f6d70626579dc7ffa305c,crash,927,SEGV,519495491a27785b08a25a20ef436a47,asan,fcb,nm
96,2253,10839,3721041406,afl-0-exid20,afl,5246,e82f85ce168479ac46c6ba707ff6163b892ea7fa887f6d70626579dc7ffa305c,crash,2253,SEGV,519495491a27785b08a25a20ef436a47,msan,fcb,nm
97,3585,10839,3721041406,afl-0-exid20,afl,5246,e82f85ce168479ac46c6ba707ff6163b892ea7fa887f6d70626579dc7ffa305c,crash,3585,SEGV,6574cc1969abbdcf6a0fac1797309a7f,tsan,fcb,nm
98,2942,10956,3721041406,afl-0-exid20,afl,5356,bff1c0a80930319e33559c405fa0ce794768e647a96d2c0474dcc07233740262,crash,2942,SEGV,87aaa85249fb7e63506af5d72c3f26c5,tsan,fcb,nm
99,253,10956,3721041406,afl-0-exid20,afl,5356,bff1c0a80930319e33559c405fa0ce794768e647a96d2c0474dcc07233740262,crash,253,SEGV,c66b2c326db349ab6561d6b782d2ab8f,asan,fcb,nm
100,1652,10956,3721041406,afl-0-exid20,afl,5356,bff1c0a80930319e33559c405fa0ce794768e647a96d2c0474dcc07233740262,crash,1652,SEGV,c66b2c326db349ab6561d6b782d2ab8f,msan,fcb,nm
101,4086,10956,3721041406,afl-0-exid20,afl,5356,bff1c0a80930319e33559c405fa0ce794768e647a96d2c0474dcc07233740262,crash,4086,SEGV,c66b2c326db349ab6561d6b782d2ab8f,ubsan,fcb,nm
102,3786,11317,3772969022,fairfuzz-0-exid20,fairfuzz,5647,e5077807ddbd79d5c4615bf609edb5a1d66b8f0f404e9d6da18d7610d4f4c35f,crash,3786,SEGV,cbe1c75c25d6dc91f0044aa89c7fad45,tsan,fcb,nm
103,1138,11317,3772969022,fairfuzz-0-exid20,fairfuzz,5647,e5077807ddbd79d5c4615bf609edb5a1d66b8f0f404e9d6da18d7610d4f4c35f,crash,1138,SEGV,e16ae318e765808295506892e6858caa,asan,fcb,nm
104,2441,11317,3772969022,fairfuzz-0-exid20,fairfuzz,5647,e5077807ddbd79d5c4615bf609edb5a1d66b8f0f404e9d6da18d7610d4f4c35f,crash,2441,SEGV,e16ae318e765808295506892e6858caa,msan,fcb,nm
105,555,11605,3721041406,afl-0-exid20,afl,5910,4b79beda0c7133d894d480bef50cff06dfab5f96b19d2e4917630a444ba9c84b,crash,555,heap-buffer-overflow,d68ef8a660bb62fd4346463a27e8b6bb,asan,fcb,nm
106,1194,12312,4127049282,aflplusplus-0-exid20,aflplusplus,6890,106763ac980dd7ef09c6cfd1c13d4d97c69b5a235a9615375d4a6c5d21cb1c11,crash,1194,SEGV,51ea19cf3cdd0032322d439a97abf293,asan,fcb,nm
107,2490,12312,4127049282,aflplusplus-0-exid20,aflplusplus,6890,106763ac980dd7ef09c6cfd1c13d4d97c69b5a235a9615375d4a6c5d21cb1c11,crash,2490,SEGV,64f3eee2c7b2e4594b050aa702a3f154,msan,fcb,nm
108,3837,12312,4127049282,aflplusplus-0-exid20,aflplusplus,6890,106763ac980dd7ef09c6cfd1c13d4d97c69b5a235a9615375d4a6c5d21cb1c11,crash,3837,SEGV,64f3eee2c7b2e4594b050aa702a3f154,tsan,fcb,nm
109,934,12437,3772969022,fairfuzz-0-exid20,fairfuzz,7058,74f28fb0e7df5c4a375434e69f6a05a7e5c14f76b58308b6f1ecf0d02146826b,crash,934,SEGV,8b389ba44aa3acfc7a830079d7223d26,asan,fcb,nm
110,2259,12437,3772969022,fairfuzz-0-exid20,fairfuzz,7058,74f28fb0e7df5c4a375434e69f6a05a7e5c14f76b58308b6f1ecf0d02146826b,crash,2259,SEGV,8b389ba44aa3acfc7a830079d7223d26,msan,fcb,nm
111,3592,12437,3772969022,fairfuzz-0-exid20,fairfuzz,7058,74f28fb0e7df5c4a375434e69f6a05a7e5c14f76b58308b6f1ecf0d02146826b,crash,3592,SEGV,9ca6690d16f1085e43e3fa570dddb4d6,tsan,fcb,nm
112,2342,12504,3772969022,fairfuzz-0-exid20,fairfuzz,7159,7d446ff6eae87f06ba71353e9ccfbb6144b06277bae3ce51cebc4660293e25bc,crash,2342,SEGV,5ffff55bb70ca93a6d1ea49c23161e9c,msan,fcb,nm
113,3678,12504,3772969022,fairfuzz-0-exid20,fairfuzz,7159,7d446ff6eae87f06ba71353e9ccfbb6144b06277bae3ce51cebc4660293e25bc,crash,3678,SEGV,5ffff55bb70ca93a6d1ea49c23161e9c,tsan,fcb,nm
114,1025,12504,3772969022,fairfuzz-0-exid20,fairfuzz,7159,7d446ff6eae87f06ba71353e9ccfbb6144b06277bae3ce51cebc4660293e25bc,crash,1025,SEGV,b8f4aa699bfd494b786506c1a27acebf,asan,fcb,nm
115,66,13107,3772969022,fairfuzz-0-exid20,fairfuzz,8034,a14430e9418eaecd13f4f958ad1663a9ebdf2c4e219dbfb36f277ac08b695964,crash,66,SEGV,0c809dc479e32efbbfe3e1e2e8f86045,asan,fcb,nm
